ROCK NAME,LATITUDE,LONGITUDE,SIO2,MGO,CAO,MNO
DUNITE,61.5833,-145.11700000000002,38.2,46.1,0.12,0.13
DUNITE,61.5833,-145.11700000000002,45.7,9.9,15.7,0.13
DUNITE,61.5667,-145.15,40.4,43.6,0.44,0.12
DUNITE,61.5833,-145.15,38.4,46.8,0.12,0.14
DUNITE,61.5833,-144.983,37.6,41.8,0.22,0.16
WEHRLITE,61.5833,-144.983,43.0,33.6,7.98,0.2
WEHRLITE,61.5833,-145.0,40.5,39.0,2.6,0.22
DUNITE,61.5725,-145.123,37.7,45.6,0.04,0.13
DUNITE,61.5806,-145.156,38.9,46.9,0.12,0.14
DUNITE,56.9833,-133.11700000000002,40.1,45.7,1.1,0.17
WEHRLITE,56.9833,-133.11700000000002,42.7,36.3,6.54,0.2
WEHRLITE,56.9833,-133.11700000000002,51.7,21.5,19.8,0.11
DUNITE,56.9833,-133.11700000000002,39.6,44.3,1.28,0.18
WEHRLITE,56.9833,-133.11700000000002,42.1,39.8,4.72,0.17
DUNITE,56.9833,-133.11700000000002,40.1,46.8,0.26,0.14
WEHRLITE,66.05,-151.6,40.8,27.9,5.3,0.19
LHERZOLITE,66.2167,-151.317,43.5,25.7,6.88,0.23
WEHRLITE,66.2,-151.15,41.6,28.2,5.8,0.2
WEHRLITE,66.2167,-151.15,44.4,27.6,9.74,0.19
DUNITE,56.1167,-132.88299999999998,35.6,43.2,0.23,0.17
DUNITE,56.1167,-132.88299999999998,38.5,43.2,1.75,0.19
WEHRLITE,56.1167,-132.88299999999998,37.3,38.5,2.81,0.19
DUNITE,55.0881,-131.562,35.9,44.3,0.2,0.14
DUNITE,55.1056,-131.569,36.4,41.5,1.03,0.18
DUNITE,55.7667,-132.083,38.3,44.6,0.24,0.26
DUNITE,55.7667,-132.083,38.2,45.8,0.25,0.19
WEHRLITE,55.7667,-132.083,39.0,41.7,2.34,0.2
DUNITE,59.1008,-134.805,43.6,44.6,0.89,0.14
DUNITE,55.0911,-131.57399999999998,37.7,44.0,0.22,0.17
DUNITE,19.8,-155.833,40.1,43.3,0.87,0.21
DUNITE,19.8,-155.833,40.3,46.9,0.25,0.17
DUNITE,19.8,-155.833,40.0,47.1,0.32,0.16
DUNITE,19.8,-155.833,39.8,44.2,0.3,0.22
DUNITE,69.0,89.0,37.9,46.1,0.38,0.19
DUNITE,69.0,89.0,38.0,46.4,0.43,0.19
DUNITE,69.0,89.0,39.2,47.4,0.37,0.2
DUNITE,66.0,-148.0,39.2,35.6,3.9,0.19
DUNITE,66.0,-148.0,39.3,46.7,0.27,0.14
DUNITE,65.5,-148.0,38.5,46.7,0.15,0.14
DUNITE,65.5,-148.0,37.2,42.1,0.09,0.18
DUNITE,65.5,-148.0,36.4,40.3,0.1,0.19
DUNITE,61.4833,-149.15,38.1,34.4,3.2,0.24
DUNITE,61.4583,-149.25,35.7,41.3,0.6,0.22
DUNITE,61.4833,-149.2,39.1,43.2,1.3,0.27
DUNITE,61.4833,-149.2,37.2,45.0,0.5,0.22
DUNITE,61.4,-149.35,35.0,39.4,0.76,0.2
DUNITE,54.9,-131.3,35.0,37.6,0.52,0.32
DUNITE,54.9,-131.3,37.2,40.5,1.2,0.23
DUNITE,54.9,-131.3,26.6,32.4,0.12,0.24
DUNITE,56.1333,-132.983,38.0,39.1,2.3,0.26
DUNITE,56.1167,-132.9,37.4,41.7,0.58,0.26
DUNITE,56.1167,-132.88299999999998,36.3,42.6,0.33,0.22
DUNITE,56.1167,-132.9,36.7,42.5,0.35,0.24
DUNITE,37.75,-120.375,36.3,43.6,0.13,0.08
DUNITE,37.75,-120.375,36.3,43.8,0.06,0.11
DUNITE,37.75,-120.375,39.2,45.6,0.19,0.11
DUNITE,58.2617,-133.585,41.3,43.4,1.7,0.11
DUNITE,57.8861,-133.352,45.7,43.0,1.2,0.09
DUNITE,68.2383,-161.15,38.7,45.0,0.35,0.1
DUNITE,38.75,-77.375,37.3,34.4,0.58,0.14
DUNITE,48.5333,-122.71700000000001,42.6,45.3,0.87,0.09
DUNITE,34.9464,-83.175,42.0,43.1,0.16,0.1
DUNITE,34.9467,-83.175,42.7,43.4,0.15,0.12
DUNITE,35.0853,-83.1175,40.3,46.0,0.27,0.16
DUNITE,34.8739,-83.5756,37.9,39.5,0.04,0.29
DUNITE,68.2586,-161.05,37.9,46.31,0.56,0.14
DUNITE,68.2756,-161.06799999999998,25.5,28.84,0.2,0.12
DUNITE,68.3183,-160.759,34.24,41.85,0.28,0.1
DUNITE,68.3183,-160.759,32.4,35.39,0.1,0.1
DUNITE,68.3194,-160.76,30.36,38.08,0.2,0.13
DUNITE,68.3217,-160.754,34.67,36.74,0.19,0.14
DUNITE,68.3222,-160.753,37.52,45.64,0.24,0.13
DUNITE,68.3233,-160.749,37.16,47.4,0.3,0.12
DUNITE,68.3261,-160.738,33.42,41.72,0.09,0.13
DUNITE,68.1861,-162.00799999999998,30.9,38.23,0.07,0.11
DUNITE,68.2456,-161.733,35.84,44.18,0.32,0.12
DUNITE,68.2439,-161.743,36.62,42.76,0.26,0.17
DUNITE,68.2461,-161.752,8.16,18.04,0.8,0.11
WEHRLITE,68.2483,-161.86700000000002,41.82,33.48,8.5,0.16
DUNITE,68.2378,-161.864,32.98,36.94,0.75,0.14
DUNITE,68.2389,-161.881,8.74,21.62,0.22,0.14
DUNITE,68.2394,-161.886,37.62,46.56,0.22,0.12
DUNITE,68.2394,-161.886,34.92,41.38,0.14,0.15
DUNITE,68.2333,-161.901,37.54,45.37,0.2,0.17
DUNITE,68.2561,-161.912,33.55,38.57,1.27,0.16
LHERZOLITE,-13.65,66.1,45.91,45.27,1.4569999999999999,0.10300000000000001
LHERZOLITE,-17.05,66.867,44.4,45.07,0.557,0.08900000000000001
LHERZOLITE,-17.05,66.867,44.15,34.84,5.5,0.1
LHERZOLITE,-17.05,66.867,44.15,34.84,5.5,0.1
LHERZOLITE,-17.05,66.867,46.06,40.38,3.113,0.136
LHERZOLITE,10.7,-41.63,38.73,35.87,1.34,0.16
LHERZOLITE,10.937000000000001,-43.6,41.69,35.19,1.71,0.11
LHERZOLITE,-0.308,-18.433,42.14,32.15,1.49,0.17
HARZBURGITE,-13.48,-111.53,40.1,36.3,1.23,0.16
HARZBURGITE,-13.47,-111.5,41.41,39.09,0.79,0.11
HARZBURGITE,-13.45,-111.55,42.43,37.88,0.2,0.12
LHERZOLITE,-57.95,-7.812,45.13,42.32,1.5530000000000002,0.10400000000000001
LHERZOLITE,-57.95,-7.812,44.46,41.63,0.122,0.099
HARZBURGITE,-13.482999999999999,-111.493,39.91,37.2,0.42,0.12
HARZBURGITE,-13.482999999999999,-111.493,39.91,37.2,0.42,0.12
HARZBURGITE,-13.482999999999999,-111.493,39.91,37.2,0.42,0.12
DUNITE,-13.482999999999999,-111.493,38.01,37.96,0.0,0.06
DUNITE,-13.482999999999999,-111.493,38.01,37.96,0.0,0.06
DUNITE,-13.482999999999999,-111.493,38.01,37.96,0.0,0.06
HARZBURGITE,2.33,-101.44,39.63,38.07,2.92,0.12
DUNITE,2.26,-101.55,36.92,34.25,0.64,0.1
LHERZOLITE,23.62,36.2,42.66,40.32,3.19,0.15
LHERZOLITE,23.62,36.2,45.07,36.84,3.26,0.15
LHERZOLITE,23.62,36.2,45.62,36.69,3.28,0.15
LHERZOLITE,23.62,36.2,44.02,39.19,3.06,0.14
LHERZOLITE,23.62,36.2,44.4,38.19,3.29,0.14
LHERZOLITE,23.62,36.2,48.09,25.49,10.53,0.11
LHERZOLITE,23.62,36.2,44.16,39.1,3.03,0.14
DUNITE,-5.0,68.0,37.0,39.42,1.8,0.08
DUNITE,-5.0,68.0,38.2,38.0,0.8,0.1
DUNITE,-5.0,68.0,38.26,38.64,0.5,0.21
DUNITE,-5.0,68.0,38.04,38.07,0.98,0.14
HARZBURGITE,-5.0,68.0,38.47,38.43,0.42,0.08
HARZBURGITE,-28.37,62.58,38.21,38.11,0.82,0.14
HARZBURGITE,-5.0,68.0,39.86,38.13,0.77,0.14
HARZBURGITE,-5.0,68.0,39.22,37.88,0.63,0.21
HARZBURGITE,-28.37,62.58,39.2,37.81,0.58,0.18
HARZBURGITE,-5.0,68.0,39.1,37.15,0.35,0.1
HARZBURGITE,-5.0,68.0,37.84,36.96,1.5,0.13
HARZBURGITE,-5.0,68.0,39.26,37.4,1.12,0.13
HARZBURGITE,-5.0,68.0,39.74,37.35,0.58,0.12
HARZBURGITE,-5.0,68.0,38.52,36.7,0.6,0.16
HARZBURGITE,-5.0,68.0,41.9,37.85,1.4,0.18
HARZBURGITE,-5.0,68.0,41.7,38.12,1.46,0.15
HARZBURGITE,-28.37,62.58,39.82,36.1,2.6,0.17
HARZBURGITE,-28.37,62.58,39.94,36.38,2.04,0.27
HARZBURGITE,-5.0,68.0,39.77,35.54,0.41,0.11
LHERZOLITE,-28.37,62.58,39.65,35.08,2.53,0.29
LHERZOLITE,-28.37,62.58,40.42,35.36,2.33,0.14
LHERZOLITE,-28.37,62.58,40.34,35.19,2.88,0.11
LHERZOLITE,-28.37,62.58,39.62,35.06,2.55,0.29
LHERZOLITE,-28.37,62.58,39.6,35.19,3.26,0.14
LHERZOLITE,-5.0,68.0,40.1,35.61,1.82,0.15
LHERZOLITE,-28.37,62.58,40.9,36.34,4.42,0.14
LHERZOLITE,-5.0,68.0,40.0,34.0,3.3,0.18
LHERZOLITE,-5.0,68.0,40.22,33.75,0.44,0.39
LHERZOLITE,-28.37,62.58,41.75,35.22,1.83,0.12
LHERZOLITE,-5.0,68.0,40.0,32.95,3.5,0.12
LHERZOLITE,-9.0,68.0,41.6,33.3,0.82,0.2
LHERZOLITE,23.62,36.2,43.77,40.61,1.94,0.13
LHERZOLITE,23.62,36.2,44.05,38.3,3.0,0.16
LHERZOLITE,23.62,36.2,45.09,37.97,2.8,0.15
LHERZOLITE,23.62,36.2,44.87,37.63,3.16,0.15
LHERZOLITE,23.62,36.2,44.82,36.3,3.86,0.15
LHERZOLITE,23.62,36.2,44.89,37.3,3.31,0.15
LHERZOLITE,23.62,36.2,45.01,37.3,3.21,0.15
LHERZOLITE,23.62,36.2,44.73,36.63,3.51,0.15
LHERZOLITE,23.62,36.2,46.2,35.8,3.02,0.16
LHERZOLITE,23.62,36.2,50.87,28.19,5.02,0.15
LHERZOLITE,23.62,36.2,44.78,36.97,3.35,0.15
LHERZOLITE,23.62,36.2,44.43,37.13,3.39,0.15
LHERZOLITE,23.62,36.2,45.1,37.3,3.04,0.15
LHERZOLITE,23.62,36.2,44.92,36.47,3.47,0.5
LHERZOLITE,23.62,36.2,45.36,40.61,1.08,0.17
LHERZOLITE,23.62,36.2,48.58,29.67,5.52,0.15
LHERZOLITE,23.62,36.2,44.25,37.13,3.4,0.16
HARZBURGITE,-51.02,162.02,55.1,34.49,0.07,0.05
HARZBURGITE,-52.37,160.57,55.3,33.6,0.12,0.05
BASALT,-29.3,60.62,45.32,44.02,0.061,0.1
LHERZOLITE,-1.117,-14.867,38.55,35.88,0.37,0.41
LHERZOLITE,-0.308,-18.433,42.36,36.48,2.24,0.1
LHERZOLITE,-1.133,-24.083000000000002,37.62,37.8,0.5,0.05
LHERZOLITE,-12.42,65.93,43.87,40.45,4.3,0.07
HARZBURGITE,45.25,-29.92,37.9,36.7,0.35,0.01
HARZBURGITE,45.25,-29.92,38.13,36.5,0.18,0.17
HARZBURGITE,45.83,-28.33,37.14,37.5,0.18,0.21
HARZBURGITE,45.42,-28.33,37.7,37.0,0.18,0.1
WEHRLITE,45.75,-29.0,38.06,30.78,3.51,0.05
HARZBURGITE,5.0,62.0,39.26,36.3,0.58,0.13
HARZBURGITE,-5.0,67.0,38.9,35.04,1.2,0.12
HARZBURGITE,-5.0,69.0,39.56,35.32,1.2,0.73
LHERZOLITE,5.4,62.13,40.52,33.68,0.45,0.48
HARZBURGITE,19.499000000000002,146.666,38.17,36.59,0.07,0.1
HARZBURGITE,19.499000000000002,146.666,35.69,35.88,3.52,0.1
HARZBURGITE,19.499000000000002,146.666,40.93,36.85,0.74,0.1
HARZBURGITE,19.499000000000002,146.666,34.14,39.32,0.02,0.14
HARZBURGITE,19.499000000000002,146.666,37.46,39.15,0.03,0.13
HARZBURGITE,19.499000000000002,146.666,34.61,39.21,0.08,0.16
HARZBURGITE,19.499000000000002,146.666,41.52,39.61,0.06,0.08
HARZBURGITE,19.499000000000002,146.666,39.29,37.04,0.07,0.06
HARZBURGITE,19.499000000000002,146.666,37.1,39.38,0.79,0.11
HARZBURGITE,19.499000000000002,146.666,49.99,22.65,8.45,0.18
DUNITE,19.5125,146.696,36.74,40.31,0.14,0.1
DUNITE,19.5125,146.696,39.47,41.21,0.15,0.11
DUNITE,19.5125,146.696,38.14,41.19,0.6,0.12
DUNITE,19.5125,146.696,38.3,41.71,0.44,0.1
DUNITE,19.5125,146.696,35.25,41.35,0.1,0.09
DUNITE,19.5125,146.696,35.54,42.14,0.21,0.08
DUNITE,19.5125,146.696,40.8,43.43,0.54,0.1
DUNITE,19.5125,146.696,39.21,44.36,0.25,0.12
DUNITE,19.5125,146.696,39.47,40.95,0.15,0.1
DUNITE,19.5125,146.696,34.5,38.94,0.37,0.11
DUNITE,19.5125,146.696,34.44,43.4,0.2,0.09
HARZBURGITE,19.5125,146.696,33.64,40.13,0.07,0.14
HARZBURGITE,19.5125,146.696,34.46,40.18,0.22,0.09
HARZBURGITE,19.5125,146.696,35.12,39.87,0.08,0.1
HARZBURGITE,19.5125,146.696,37.57,39.61,0.55,0.11
HARZBURGITE,19.5125,146.696,38.35,40.0,0.53,0.11
HARZBURGITE,19.5125,146.696,29.39,41.22,0.14,0.17
HARZBURGITE,19.5125,146.696,35.45,41.32,0.36,0.1
HARZBURGITE,19.5125,146.696,36.49,39.14,0.5,0.1
HARZBURGITE,19.5125,146.696,36.81,41.5,0.33,0.1
HARZBURGITE,19.5125,146.696,32.18,40.35,0.32,0.12
HARZBURGITE,19.5125,146.696,38.62,40.03,0.79,0.11
HARZBURGITE,19.5125,146.696,38.08,37.34,0.81,0.11
HARZBURGITE,19.5125,146.696,38.7,39.33,0.62,0.11
HARZBURGITE,19.5125,146.696,40.2,42.69,0.35,0.1
HARZBURGITE,19.5125,146.696,37.37,39.47,0.29,0.09
HARZBURGITE,19.5125,146.696,29.13,41.26,0.16,0.17
HARZBURGITE,19.5125,146.696,38.61,41.84,0.23,0.11
HARZBURGITE,19.5125,146.696,38.09,42.96,0.13,0.11
HARZBURGITE,19.5125,146.696,39.61,40.95,0.8,0.11
HARZBURGITE,19.5125,146.696,37.09,39.5,0.58,0.1
HARZBURGITE,19.5125,146.696,35.53,39.32,0.35,0.1
HARZBURGITE,19.5422,146.654,40.7,42.94,0.6,0.11
HARZBURGITE,19.5422,146.654,40.7,42.94,0.6,0.11
HARZBURGITE,19.5422,146.654,38.42,39.04,0.79,0.11
HARZBURGITE,19.5422,146.654,37.76,39.97,0.69,0.11
HARZBURGITE,19.5422,146.654,38.56,39.13,0.86,0.11
DUNITE,19.9643,146.78799999999998,38.43,39.78,0.5,0.11
HARZBURGITE,19.9643,146.78799999999998,36.41,40.18,0.43,0.09
HARZBURGITE,19.9643,146.78799999999998,39.21,38.19,1.66,0.11
HARZBURGITE,19.9643,146.78799999999998,35.9,39.39,0.31,0.11
HARZBURGITE,19.9643,146.78799999999998,36.01,39.35,0.66,0.12
HARZBURGITE,19.9643,146.78799999999998,36.84,39.91,0.63,0.11
HARZBURGITE,15.0944,-44.9717,37.84,40.24,0.03,0.1
HARZBURGITE,15.0944,-44.9717,37.75,39.99,0.03,0.1
HARZBURGITE,15.0944,-44.9717,37.45,40.3,0.03,0.09
HARZBURGITE,15.0944,-44.9717,37.11,40.14,0.03,0.1
HARZBURGITE,15.0944,-44.9717,36.97,40.48,0.03,0.09
HARZBURGITE,15.0944,-44.9717,37.17,38.56,0.02,0.1
DUNITE,15.0944,-44.9717,33.62,42.04,0.03,0.1
HARZBURGITE,15.0944,-44.9717,36.81,39.64,0.06,0.1
HARZBURGITE,15.0944,-44.9717,36.78,39.93,0.05,0.09
HARZBURGITE,15.0944,-44.9717,37.48,40.11,0.2,0.1
HARZBURGITE,15.0944,-44.9717,34.82,41.08,0.03,0.1
HARZBURGITE,15.6478,-46.6764,39.04,40.88,0.65,0.11
HARZBURGITE,15.6478,-46.6764,35.65,37.64,0.52,0.1
HARZBURGITE,15.6478,-46.6764,37.78,39.04,0.31,0.09
HARZBURGITE,15.6478,-46.6764,35.53,40.89,0.18,0.1
HARZBURGITE,15.6478,-46.6764,37.58,39.99,0.51,0.1
HARZBURGITE,15.6478,-46.6764,37.52,40.69,0.24,0.09
HARZBURGITE,15.6478,-46.6764,38.66,39.93,0.74,0.12
HARZBURGITE,15.6478,-46.6764,38.78,40.62,1.03,0.11
HARZBURGITE,15.6478,-46.6764,37.93,40.62,0.39,0.1
HARZBURGITE,15.6478,-46.6764,38.81,41.88,0.54,0.11
HARZBURGITE,15.6478,-46.6764,37.82,40.45,0.5,0.11
HARZBURGITE,15.6478,-46.6764,39.54,40.72,0.71,0.11
HARZBURGITE,15.6478,-46.6764,37.8,39.99,0.46,0.11
HARZBURGITE,15.6478,-46.6764,40.2,40.71,0.86,0.11
HARZBURGITE,15.6478,-46.6764,40.32,40.28,0.84,0.11
HARZBURGITE,15.6478,-46.6764,34.37,42.24,0.13,0.11
DUNITE,12.2425,144.13,43.7,44.64,2.06,0.129
HARZBURGITE,23.3385,-45.0173,44.61,44.6,0.01,0.14
HARZBURGITE,23.3385,-45.0173,43.97,43.95,0.08,0.13
HARZBURGITE,23.3385,-45.0173,45.01,43.05,0.74,0.14
HARZBURGITE,23.3385,-45.0173,44.96,43.07,0.23,0.11
HARZBURGITE,23.3385,-45.0173,43.88,45.33,0.23,0.13
HARZBURGITE,23.3385,-45.0173,45.76,43.63,0.51,0.11
HARZBURGITE,23.3385,-45.0173,44.1,40.96,0.85,0.13
HARZBURGITE,23.3385,-45.0173,44.3,43.44,0.37,0.13
HARZBURGITE,23.3385,-45.0173,44.23,43.72,1.17,0.13
HARZBURGITE,23.3385,-45.0173,45.4,42.31,1.23,0.13
HARZBURGITE,23.3385,-45.0173,44.14,42.54,1.04,0.13
HARZBURGITE,23.3385,-45.0173,43.81,43.55,1.01,0.14
HARZBURGITE,23.3385,-45.0173,43.49,43.68,0.7,0.13
HARZBURGITE,23.3385,-45.0173,44.69,43.13,1.15,0.13
HARZBURGITE,23.3385,-45.0173,42.63,45.98,0.88,0.13
HARZBURGITE,23.3385,-45.0173,44.33,45.19,0.35,0.14
HARZBURGITE,23.3385,-45.0173,44.23,43.45,0.87,0.18
HARZBURGITE,23.3385,-45.0173,44.14,44.01,0.1,0.13
HARZBURGITE,23.3385,-45.0173,43.74,44.72,0.01,0.14
HARZBURGITE,23.3385,-45.0173,44.97,42.82,0.42,0.13
HARZBURGITE,23.3385,-45.0173,44.29,44.37,0.18,0.14
HARZBURGITE,23.3385,-45.0173,46.16,43.34,0.33,0.12
HARZBURGITE,23.3385,-45.0173,44.49,44.17,0.21,0.11
HARZBURGITE,23.3385,-45.0173,44.02,46.21,0.06,0.14
HARZBURGITE,23.3385,-45.0173,44.86,44.12,0.33,0.14
HARZBURGITE,23.3385,-45.0173,44.22,44.49,0.06,0.12
HARZBURGITE,23.3385,-45.0173,44.61,44.41,0.13,0.13
HARZBURGITE,23.3385,-45.0173,43.87,45.0,0.14,0.12
HARZBURGITE,23.3385,-45.0173,44.71,44.37,0.04,0.13
HARZBURGITE,23.3387,-45.0174,44.39,30.19,5.07,0.19
HARZBURGITE,23.3387,-45.0174,44.81,43.94,0.18,0.11
HARZBURGITE,23.3387,-45.0174,44.11,44.09,0.29,0.14
HARZBURGITE,23.3387,-45.0174,43.7,43.54,0.03,0.15
HARZBURGITE,23.3387,-45.0174,44.48,43.87,0.29,0.14
HARZBURGITE,23.3387,-45.0174,44.97,42.82,1.38,0.13
HARZBURGITE,23.3387,-45.0174,43.68,43.83,0.23,0.12
HARZBURGITE,23.3387,-45.0174,47.22,41.47,1.06,0.14
HARZBURGITE,23.3387,-45.0174,43.8,44.29,0.26,0.15
HARZBURGITE,23.3387,-45.0174,44.63,43.39,0.51,0.12
HARZBURGITE,23.3387,-45.0174,44.31,43.79,0.42,0.13
HARZBURGITE,23.3387,-45.0174,44.25,43.411,1.3,0.13
HARZBURGITE,23.3387,-45.0174,43.26,43.52,1.55,0.14
HARZBURGITE,23.3387,-45.0174,43.28,43.19,1.05,0.13
HARZBURGITE,23.3387,-45.0174,42.85,44.05,0.58,0.16
HARZBURGITE,23.3387,-45.0174,43.0,44.23,0.99,0.14
HARZBURGITE,23.3387,-45.0174,43.79,43.97,1.15,0.15
HARZBURGITE,23.3387,-45.0174,44.02,44.39,0.12,0.13
HARZBURGITE,23.3387,-45.0174,43.98,43.9,0.39,0.14
HARZBURGITE,23.3387,-45.0174,46.64,38.02,1.05,0.16
HARZBURGITE,23.3387,-45.0174,44.1,40.55,0.32,0.16
HARZBURGITE,23.3387,-45.0174,43.63,42.74,0.14,0.15
HARZBURGITE,23.3387,-45.0174,44.38,40.63,0.79,0.16
HARZBURGITE,23.3387,-45.0174,44.27,43.33,0.25,0.14
HARZBURGITE,23.3387,-45.0174,43.79,44.14,0.23,0.14
HARZBURGITE,23.3387,-45.0174,44.29,43.49,0.26,0.15
HARZBURGITE,23.3387,-45.0174,43.9,43.85,0.39,0.14
HARZBURGITE,23.3387,-45.0174,43.55,43.95,0.73,0.14
HARZBURGITE,23.3387,-45.0174,43.32,42.61,0.17,0.14
HARZBURGITE,23.3387,-45.0174,44.05,41.83,1.42,0.12
HARZBURGITE,23.3387,-45.0174,43.58,42.93,1.41,0.13
HARZBURGITE,23.3387,-45.0174,44.39,42.77,1.25,0.13
HARZBURGITE,23.3387,-45.0174,44.32,42.9,1.33,0.13
HARZBURGITE,23.3387,-45.0174,44.72,43.22,0.57,0.14
HARZBURGITE,23.3387,-45.0174,43.64,43.55,0.32,0.12
HARZBURGITE,23.3387,-45.0174,45.44,17.41,14.55,0.25
HARZBURGITE,23.3387,-45.0174,43.37,44.19,0.1,0.1
HARZBURGITE,23.3387,-45.0174,43.94,43.22,1.39,0.14
HARZBURGITE,23.3387,-45.0174,45.74,34.17,4.19,0.26
HARZBURGITE,23.3387,-45.0174,44.75,43.56,0.33,0.12
HARZBURGITE,23.3387,-45.0174,45.55,40.49,0.77,0.13
HARZBURGITE,23.3387,-45.0174,44.09,44.17,0.07,0.12
HARZBURGITE,23.3387,-45.0174,46.54,40.54,1.3,0.13
HARZBURGITE,23.3387,-45.0174,45.09,42.74,0.39,0.12
HARZBURGITE,23.3387,-45.0174,43.93,44.19,0.42,0.14
HARZBURGITE,23.3387,-45.0174,43.83,44.48,0.02,0.12
HARZBURGITE,23.3387,-45.0174,43.51,43.99,0.1,0.14
HARZBURGITE,23.3387,-45.0174,44.64,43.6,0.01,0.15
HARZBURGITE,23.3387,-45.0174,44.65,43.85,0.04,0.13
HARZBURGITE,23.3387,-45.0174,44.94,42.46,0.15,0.12
HARZBURGITE,23.3387,-45.0174,44.81,43.66,0.02,0.13
HARZBURGITE,23.3387,-45.0174,45.77,35.79,2.26,0.18
HARZBURGITE,23.3387,-45.0174,43.71,43.61,0.08,0.14
HARZBURGITE,23.3387,-45.0174,44.92,42.59,0.38,0.13
LHERZOLITE,-53.14,9.979,49.6,7.33,10.92,0.17
HARZBURGITE,2.27723,-101.446,35.31,41.27,0.5,0.12
DUNITE,2.27723,-101.446,34.44,39.81,1.53,0.14
DUNITE,2.27725,-101.446,36.98,43.24,0.64,0.12
HARZBURGITE,2.27725,-101.446,35.05,41.36,0.22,0.11
DUNITE,2.27978,-101.447,32.71,41.42,0.06,0.14
DUNITE,2.27978,-101.447,33.33,42.98,0.11,0.11
DUNITE,2.27978,-101.447,32.7,42.54,0.07,0.12
HARZBURGITE,2.27978,-101.447,35.58,41.92,0.41,0.11
HARZBURGITE,19.499000000000002,146.666,41.52,39.61,0.06,0.08
HARZBURGITE,19.5125,146.696,40.02,40.34,0.47,0.11
HARZBURGITE,19.5125,146.696,40.36,40.34,0.81,0.11
HARZBURGITE,19.5422,146.654,38.85,38.87,0.89,0.11
HARZBURGITE,19.5422,146.654,38.85,38.87,0.89,0.11
HARZBURGITE,30.91,141.73,36.23,38.85,0.06,0.12
DUNITE,30.91,141.73,33.01,40.31,0.14,0.13
HARZBURGITE,30.91,141.73,38.41,38.86,0.56,0.1
HARZBURGITE,30.91,141.73,35.72,42.19,0.16,0.11
HARZBURGITE,14.75,-44.98,43.46,45.64,0.75,0.12
HARZBURGITE,14.75,-44.98,44.28,45.48,0.27,0.09
HARZBURGITE,14.75,-44.98,45.31,43.74,0.06,0.06
HARZBURGITE,14.75,-44.98,45.85,43.95,0.1,0.08
HARZBURGITE,14.75,-44.98,61.86,30.61,0.34,0.06
