ROCK NAME,SIO2,CAO,AL2O3,MGO
HARZBURGITE,36.41,0.43,0.41,40.18
HARZBURGITE,39.21,1.66,0.59,38.19
HARZBURGITE,35.9,0.31,0.35,39.39
HARZBURGITE,36.01,0.66,0.47,39.35
HARZBURGITE,36.84,0.63,0.45,39.91
HARZBURGITE,37.84,0.03,0.64,40.24
HARZBURGITE,37.75,0.03,0.65,39.99
HARZBURGITE,37.45,0.03,0.57,40.3
HARZBURGITE,37.11,0.03,0.55,40.14
HARZBURGITE,36.97,0.03,0.54,40.48
HARZBURGITE,37.17,0.02,0.52,38.56
HARZBURGITE,36.81,0.06,0.6,39.64
HARZBURGITE,36.78,0.05,0.47,39.93
HARZBURGITE,37.48,0.2,0.61,40.11
HARZBURGITE,34.82,0.03,0.34,41.08
HARZBURGITE,39.04,0.65,0.62,40.88
HARZBURGITE,35.65,0.52,0.57,37.64
HARZBURGITE,37.78,0.31,0.66,39.04
HARZBURGITE,35.53,0.18,0.25,40.89
HARZBURGITE,37.58,0.51,0.54,39.99
HARZBURGITE,37.52,0.24,0.53,40.69
HARZBURGITE,38.66,0.74,0.77,39.93
HARZBURGITE,38.78,1.03,0.76,40.62
HARZBURGITE,37.93,0.39,0.7,40.62
HARZBURGITE,38.81,0.54,0.59,41.88
HARZBURGITE,37.82,0.5,0.59,40.45
HARZBURGITE,39.54,0.71,0.88,40.72
HARZBURGITE,37.8,0.46,0.68,39.99
HARZBURGITE,40.2,0.86,0.72,40.71
HARZBURGITE,40.32,0.84,0.79,40.28
HARZBURGITE,34.37,0.13,0.11,42.24
HARZBURGITE,44.61,0.01,1.14,44.6
HARZBURGITE,43.97,0.08,1.51,43.95
HARZBURGITE,45.01,0.74,1.61,43.05
HARZBURGITE,44.96,0.23,1.3,43.07
HARZBURGITE,43.88,0.23,1.33,45.33
HARZBURGITE,45.76,0.51,1.31,43.63
HARZBURGITE,44.1,0.85,1.53,40.96
HARZBURGITE,44.3,0.37,1.48,43.44
HARZBURGITE,44.23,1.17,1.59,43.72
HARZBURGITE,45.4,1.23,1.57,42.31
HARZBURGITE,44.14,1.04,1.25,42.54
HARZBURGITE,43.81,1.01,1.4,43.55
HARZBURGITE,43.49,0.7,1.35,43.68
HARZBURGITE,44.69,1.15,1.43,43.13
HARZBURGITE,42.63,0.88,1.27,45.98
HARZBURGITE,44.33,0.35,1.34,45.19
HARZBURGITE,44.23,0.87,1.3,43.45
HARZBURGITE,44.14,0.1,1.41,44.01
HARZBURGITE,43.74,0.01,1.29,44.72
HARZBURGITE,44.97,0.42,1.83,42.82
HARZBURGITE,44.29,0.18,1.52,44.37
HARZBURGITE,46.16,0.33,1.56,43.34
HARZBURGITE,44.49,0.21,1.44,44.17
HARZBURGITE,44.02,0.06,1.24,46.21
HARZBURGITE,44.86,0.33,1.39,44.12
HARZBURGITE,44.22,0.06,1.22,44.49
HARZBURGITE,44.61,0.13,1.33,44.41
HARZBURGITE,43.87,0.14,1.06,45.0
HARZBURGITE,44.71,0.04,1.42,44.37
HARZBURGITE,44.39,5.07,6.88,30.19
HARZBURGITE,44.81,0.18,1.49,43.94
HARZBURGITE,44.11,0.29,1.34,44.09
HARZBURGITE,43.7,0.03,1.49,43.54
HARZBURGITE,44.48,0.29,1.48,43.87
HARZBURGITE,44.97,1.38,1.83,42.82
HARZBURGITE,43.68,0.23,1.28,43.83
HARZBURGITE,47.22,1.06,1.69,41.47
HARZBURGITE,43.8,0.26,1.35,44.29
HARZBURGITE,44.63,0.51,1.43,43.39
HARZBURGITE,44.31,0.42,1.21,43.79
HARZBURGITE,44.25,1.3,1.38,43.411
HARZBURGITE,43.26,1.55,1.41,43.52
HARZBURGITE,43.28,1.05,1.55,43.19
HARZBURGITE,42.85,0.58,1.49,44.05
HARZBURGITE,43.0,0.99,1.34,44.23
HARZBURGITE,43.79,1.15,1.5,43.97
HARZBURGITE,44.02,0.12,1.3,44.39
HARZBURGITE,43.98,0.39,1.51,43.9
HARZBURGITE,46.64,1.05,1.5,38.02
HARZBURGITE,44.1,0.32,1.44,40.55
HARZBURGITE,43.63,0.14,1.39,42.74
HARZBURGITE,44.38,0.79,1.43,40.63
HARZBURGITE,44.27,0.25,1.34,43.33
HARZBURGITE,43.79,0.23,1.36,44.14
HARZBURGITE,44.29,0.26,1.64,43.49
HARZBURGITE,43.9,0.39,1.48,43.85
HARZBURGITE,43.55,0.73,1.5,43.95
HARZBURGITE,43.32,0.17,1.25,42.61
HARZBURGITE,44.05,1.42,1.52,41.83
HARZBURGITE,43.58,1.41,1.45,42.93
HARZBURGITE,44.39,1.25,1.36,42.77
HARZBURGITE,44.32,1.33,1.75,42.9
HARZBURGITE,44.72,0.57,1.61,43.22
HARZBURGITE,43.64,0.32,1.38,43.55
HARZBURGITE,45.44,14.55,6.96,17.41
HARZBURGITE,43.37,0.1,1.18,44.19
HARZBURGITE,43.94,1.39,1.49,43.22
HARZBURGITE,45.74,4.19,3.4,34.17
HARZBURGITE,44.75,0.33,1.49,43.56
HARZBURGITE,45.55,0.77,1.58,40.49
HARZBURGITE,44.09,0.07,1.43,44.17
HARZBURGITE,46.54,1.3,1.78,40.54
HARZBURGITE,45.09,0.39,1.49,42.74
HARZBURGITE,43.93,0.42,1.45,44.19
HARZBURGITE,43.83,0.02,1.54,44.48
HARZBURGITE,43.51,0.1,1.57,43.99
HARZBURGITE,44.64,0.01,1.45,43.6
HARZBURGITE,44.65,0.04,1.39,43.85
HARZBURGITE,44.94,0.15,1.49,42.46
HARZBURGITE,44.81,0.02,1.29,43.66
HARZBURGITE,45.77,2.26,1.98,35.79
HARZBURGITE,43.71,0.08,1.31,43.61
HARZBURGITE,44.92,0.38,1.67,42.59
HARZBURGITE,35.31,0.5,0.8,41.27
HARZBURGITE,35.05,0.22,0.88,41.36
HARZBURGITE,35.58,0.41,0.49,41.92
HARZBURGITE,41.52,0.06,0.71,39.61
HARZBURGITE,40.02,0.47,0.78,40.34
HARZBURGITE,40.36,0.81,0.74,40.34
HARZBURGITE,38.85,0.89,0.66,38.87
HARZBURGITE,38.85,0.89,0.66,38.87
HARZBURGITE,36.23,0.06,0.27,38.85
HARZBURGITE,38.41,0.56,0.59,38.86
HARZBURGITE,35.72,0.16,0.1,42.19
HARZBURGITE,43.46,0.75,0.6,45.64
HARZBURGITE,44.28,0.27,0.71,45.48
HARZBURGITE,45.31,0.06,0.47,43.74
HARZBURGITE,45.85,0.1,0.85,43.95
HARZBURGITE,61.86,0.34,0.43,30.61
LHERZOLITE,59.1,5.98,19.05,2.95
LHERZOLITE,58.8,6.42,16.87,3.26
LHERZOLITE,62.6,1.86,20.05,0.99
LHERZOLITE,39.55,1.95,0.32,42.14
LHERZOLITE,39.95,4.62,4.08,35.85
LHERZOLITE,44.94,2.97,3.05,38.81
LHERZOLITE,44.34,1.99,1.89,42.65
LHERZOLITE,44.26,1.24,1.42,44.43
LHERZOLITE,43.82,1.98,2.09,42.56
LHERZOLITE,44.42,1.98,2.04,42.24
LHERZOLITE,44.64,2.26,2.21,41.97
LHERZOLITE,43.93,2.26,2.5,42.01
LHERZOLITE,44.43,2.27,2.47,41.6
LHERZOLITE,45.22,2.57,2.98,40.39
LHERZOLITE,45.54,2.85,3.18,39.43
LHERZOLITE,45.63,3.07,3.53,38.7
LHERZOLITE,44.99,2.94,3.3,40.06
LHERZOLITE,45.08,2.82,3.23,40.18
LHERZOLITE,44.88,2.99,3.54,39.58
LHERZOLITE,45.67,3.11,3.34,38.96
LHERZOLITE,44.19,1.41,1.95,43.37
LHERZOLITE,44.61,1.41,1.9,43.12
LHERZOLITE,44.48,1.84,2.07,42.53
LHERZOLITE,44.64,1.76,1.95,42.91
LHERZOLITE,44.97,1.67,1.88,43.03
LHERZOLITE,45.49,2.74,3.19,39.31
LHERZOLITE,44.1,2.62,3.15,41.12
LHERZOLITE,44.73,2.64,3.16,41.11
LHERZOLITE,44.54,2.63,3.15,40.94
LHERZOLITE,44.63,2.77,3.14,40.74
LHERZOLITE,44.3,1.95,2.19,41.8
LHERZOLITE,44.02,2.3,2.19,42.56
LHERZOLITE,44.95,3.59,4.14,37.1
LHERZOLITE,44.82,3.91,3.8,38.77
LHERZOLITE,45.15,3.18,3.9,37.55
LHERZOLITE,44.41,3.34,3.48,39.1
LHERZOLITE,43.43,1.61,2.36,42.49
LHERZOLITE,43.65,1.47,2.14,42.45
LHERZOLITE,43.63,1.66,2.1,43.02
LHERZOLITE,43.82,2.84,3.54,38.8
LHERZOLITE,44.56,2.81,3.66,38.66
LHERZOLITE,46.23,0.75,0.45,33.15
LHERZOLITE,44.95,1.88,1.8,41.99
LHERZOLITE,43.95,3.04,3.53,39.01
LHERZOLITE,43.11,3.58,5.2,28.65
LHERZOLITE,47.89,7.78,11.24,15.8
LHERZOLITE,41.86,3.29,8.81,17.52
LHERZOLITE,43.47,5.14,6.33,18.38
LHERZOLITE,42.99,4.58,7.07,18.12
LHERZOLITE,38.95,2.13,3.28,32.67
LHERZOLITE,44.91,3.01,3.45,39.79
LHERZOLITE,42.99,0.82,1.28,46.11
LHERZOLITE,44.29,1.88,2.04,43.63
LHERZOLITE,44.13,2.8,3.09,41.11
LHERZOLITE,43.91,1.44,1.61,44.68
LHERZOLITE,44.89,2.43,2.89,41.17
LHERZOLITE,44.73,2.61,3.13,40.73
LHERZOLITE,38.63,5.78,6.71,23.86
LHERZOLITE,43.11,14.98,11.94,13.46
LHERZOLITE,44.27,1.29,1.27,44.6
LHERZOLITE,43.82,1.32,1.32,44.36
LHERZOLITE,44.51,2.05,2.01,42.47
LHERZOLITE,44.45,1.6,1.58,43.41
LHERZOLITE,44.5,1.38,1.97,43.04
LHERZOLITE,44.79,1.94,1.94,42.7
LHERZOLITE,44.25,2.19,2.07,42.47
LHERZOLITE,44.62,2.0,1.91,42.92
LHERZOLITE,44.49,3.68,3.62,38.5
LHERZOLITE,44.28,2.34,2.39,41.26
LHERZOLITE,44.51,3.31,3.38,39.46
LHERZOLITE,44.66,3.0,2.88,39.94
LHERZOLITE,44.73,2.92,2.98,41.24
LHERZOLITE,44.28,2.75,2.83,41.23
LHERZOLITE,43.89,1.41,1.11,45.65
LHERZOLITE,44.36,1.75,1.59,43.76
LHERZOLITE,44.34,1.63,1.88,43.0
LHERZOLITE,44.74,2.31,2.02,42.65
LHERZOLITE,46.26,5.63,5.49,33.08
LHERZOLITE,43.88,3.58,3.95,38.55
LHERZOLITE,44.64,3.42,3.4,39.18
LHERZOLITE,43.7,3.05,3.43,38.95
LHERZOLITE,44.44,2.96,3.3,39.9
LHERZOLITE,44.21,2.75,2.96,41.64
LHERZOLITE,44.87,3.36,3.6,39.2
LHERZOLITE,44.46,1.77,1.49,44.02
LHERZOLITE,44.67,1.15,1.06,44.52
LHERZOLITE,44.13,1.72,1.62,44.16
LHERZOLITE,43.49,1.59,1.4,44.36
LHERZOLITE,44.2,1.93,1.94,43.68
LHERZOLITE,44.53,2.35,2.11,41.97
LHERZOLITE,44.4,1.92,1.71,44.22
LHERZOLITE,44.81,1.36,1.52,44.69
LHERZOLITE,44.8,2.66,1.95,43.52
LHERZOLITE,44.71,2.03,1.79,43.39
LHERZOLITE,43.47,1.22,0.99,45.84
LHERZOLITE,43.17,1.79,1.72,44.23
LHERZOLITE,44.18,2.36,1.97,43.41
LHERZOLITE,44.64,2.97,2.88,40.91
LHERZOLITE,43.95,3.2,3.44,40.8
LHERZOLITE,45.26,3.77,3.9,38.42
LHERZOLITE,46.5,1.46,1.44,43.19
LHERZOLITE,44.91,4.11,3.7,39.27
LHERZOLITE,44.73,3.14,3.15,40.38
LHERZOLITE,44.91,3.46,3.63,39.79
LHERZOLITE,44.93,3.15,2.65,41.5
LHERZOLITE,44.54,2.78,2.98,41.17
LHERZOLITE,44.93,3.44,3.91,39.55
LHERZOLITE,44.08,2.38,2.74,42.77
LHERZOLITE,44.01,2.15,2.03,43.14
LHERZOLITE,44.39,2.06,2.01,43.14
LHERZOLITE,43.93,2.64,2.21,43.25
LHERZOLITE,42.74,4.0,17.1,27.1
LHERZOLITE,42.43,3.16,15.2,30.38
LHERZOLITE,41.84,6.12,16.95,25.75
LHERZOLITE,44.24,6.37,13.44,26.56
LHERZOLITE,43.37,5.52,15.23,25.93
LHERZOLITE,42.69,6.66,15.15,25.06
LHERZOLITE,44.28,5.38,14.98,26.21
LHERZOLITE,42.94,5.48,15.63,25.94
LHERZOLITE,41.84,5.43,16.45,25.73
LHERZOLITE,45.14,7.8,12.6,25.41
LHERZOLITE,45.04,5.7,11.31,28.24
LHERZOLITE,44.73,5.56,11.45,28.74
LHERZOLITE,42.5,4.16,3.95,38.25
LHERZOLITE,40.79,3.07,3.17,41.65
LHERZOLITE,41.53,3.04,2.83,40.5
LHERZOLITE,40.24,3.15,2.84,40.59
LHERZOLITE,42.81,3.36,3.25,40.46
LHERZOLITE,42.88,3.39,3.9,39.45
LHERZOLITE,41.16,2.96,2.78,41.9
LHERZOLITE,43.56,3.69,4.05,39.67
LHERZOLITE,41.24,2.73,2.46,42.97
LHERZOLITE,40.74,2.22,2.13,43.56
LHERZOLITE,43.15,3.03,2.83,41.73
LHERZOLITE,41.8,2.21,2.29,43.28
LHERZOLITE,42.48,2.77,2.38,42.65
LHERZOLITE,41.03,1.99,1.85,43.9
LHERZOLITE,41.26,2.14,2.02,43.6
LHERZOLITE,40.92,1.48,0.97,45.58
LHERZOLITE,41.61,2.18,1.84,44.6
LHERZOLITE,40.63,2.25,1.96,43.94
LHERZOLITE,40.91,0.93,0.83,46.74
LHERZOLITE,41.09,1.17,0.86,47.37
LHERZOLITE,41.42,3.07,3.19,40.34
LHERZOLITE,41.33,3.69,3.86,38.82
LHERZOLITE,42.51,3.11,3.19,38.58
LHERZOLITE,41.63,2.74,2.98,41.25
LHERZOLITE,43.99,3.86,2.88,38.48
LHERZOLITE,41.76,2.45,2.48,43.17
LHERZOLITE,41.99,2.81,2.94,41.58
LHERZOLITE,39.92,2.52,2.36,43.01
LHERZOLITE,39.49,0.74,0.61,48.21
LHERZOLITE,41.36,2.66,2.19,43.35
LHERZOLITE,41.95,1.94,1.89,44.43
LHERZOLITE,40.04,2.05,1.63,44.01
LHERZOLITE,40.86,2.04,1.61,44.84
LHERZOLITE,40.9,1.82,1.52,45.29
LHERZOLITE,40.72,1.93,1.54,44.99
LHERZOLITE,41.21,1.84,1.67,44.94
LHERZOLITE,40.82,1.09,0.65,47.59
LHERZOLITE,42.41,2.38,1.62,42.77
LHERZOLITE,40.7,0.87,0.59,47.11
LHERZOLITE,39.35,0.37,0.35,47.82
LHERZOLITE,41.96,0.93,0.75,47.38
LHERZOLITE,41.68,3.74,3.68,40.23
LHERZOLITE,40.26,2.85,2.86,42.29
LHERZOLITE,43.36,3.97,3.68,39.31
LHERZOLITE,43.87,3.39,4.31,37.8
LHERZOLITE,44.22,2.02,2.1,42.23
LHERZOLITE,42.27,0.54,0.76,46.34
LHERZOLITE,43.22,1.63,1.55,43.42
LHERZOLITE,44.41,2.47,3.79,39.64
LHERZOLITE,44.96,3.19,3.57,39.49
LHERZOLITE,44.85,3.08,3.09,40.47
LHERZOLITE,44.37,0.93,0.86,45.54
LHERZOLITE,45.09,1.78,1.51,43.4
LHERZOLITE,44.85,2.25,2.46,41.99
LHERZOLITE,44.6,2.96,3.34,40.25
LHERZOLITE,43.95,0.94,0.86,45.97
LHERZOLITE,45.12,3.63,4.11,38.7
LHERZOLITE,44.53,2.12,2.78,40.58
LHERZOLITE,46.31,3.41,4.1,36.57
LHERZOLITE,41.93,6.21,16.31,25.91
LHERZOLITE,44.28,6.17,12.03,26.25
LHERZOLITE,44.2,7.41,11.52,24.33
LHERZOLITE,47.08,7.84,7.96,25.27
LHERZOLITE,43.5,2.1,2.5,38.0
LHERZOLITE,38.6,2.37,4.12,34.5
LHERZOLITE,39.8,0.84,0.87,41.0
LHERZOLITE,39.0,0.64,0.87,39.1
LHERZOLITE,39.9,0.91,0.83,41.5
LHERZOLITE,44.2,3.6,2.4,40.7
LHERZOLITE,43.5,6.88,4.61,25.7
LHERZOLITE,45.91,1.457,0.686,45.27
LHERZOLITE,44.4,0.557,1.256,45.07
LHERZOLITE,44.15,5.5,3.59,34.84
LHERZOLITE,44.15,5.5,3.59,34.84
LHERZOLITE,46.06,3.113,2.848,40.38
LHERZOLITE,38.73,1.34,1.81,35.87
LHERZOLITE,41.69,1.71,2.29,35.19
LHERZOLITE,42.14,1.49,4.0,32.15
LHERZOLITE,45.13,1.553,1.751,42.32
LHERZOLITE,44.46,0.122,1.26,41.63
LHERZOLITE,42.66,3.19,1.8,40.32
LHERZOLITE,45.07,3.26,4.01,36.84
LHERZOLITE,45.62,3.28,3.87,36.69
LHERZOLITE,44.02,3.06,3.7,39.19
LHERZOLITE,44.4,3.29,4.01,38.19
LHERZOLITE,48.09,10.53,7.02,25.49
LHERZOLITE,44.16,3.03,3.66,39.1
LHERZOLITE,39.65,2.53,2.78,35.08
LHERZOLITE,40.42,2.33,1.8,35.36
LHERZOLITE,40.34,2.88,1.62,35.19
LHERZOLITE,39.62,2.55,2.81,35.06
LHERZOLITE,39.6,3.26,2.87,35.19
LHERZOLITE,40.1,1.82,4.2,35.61
LHERZOLITE,40.9,4.42,2.48,36.34
LHERZOLITE,40.0,3.3,3.9,34.0
LHERZOLITE,40.22,0.44,3.52,33.75
LHERZOLITE,41.75,1.83,3.58,35.22
LHERZOLITE,40.0,3.5,5.27,32.95
LHERZOLITE,41.6,0.82,1.33,33.3
LHERZOLITE,43.77,1.94,3.19,40.61
LHERZOLITE,44.05,3.0,3.46,38.3
LHERZOLITE,45.09,2.8,2.68,37.97
LHERZOLITE,44.87,3.16,3.74,37.63
LHERZOLITE,44.82,3.86,4.25,36.3
LHERZOLITE,44.89,3.31,3.77,37.3
LHERZOLITE,45.01,3.21,4.12,37.3
LHERZOLITE,44.73,3.51,4.31,36.63
LHERZOLITE,46.2,3.02,3.82,35.8
LHERZOLITE,50.87,5.02,6.21,28.19
LHERZOLITE,44.78,3.35,4.21,36.97
LHERZOLITE,44.43,3.39,4.09,37.13
LHERZOLITE,45.1,3.04,4.22,37.3
LHERZOLITE,44.92,3.47,4.29,36.47
LHERZOLITE,45.36,1.08,1.68,40.61
LHERZOLITE,48.58,5.52,6.88,29.67
LHERZOLITE,44.25,3.4,3.56,37.13
LHERZOLITE,38.55,0.37,2.04,35.88
LHERZOLITE,42.36,2.24,3.36,36.48
LHERZOLITE,37.62,0.5,1.72,37.8
LHERZOLITE,43.87,4.3,3.14,40.45
LHERZOLITE,40.52,0.45,3.64,33.68
LHERZOLITE,49.6,10.92,16.53,7.33
WEHRLITE,43.2,0.04,1.87,45.1
WEHRLITE,43.4,0.36,2.9,41.5
WEHRLITE,42.8,1.17,2.06,40.8
WEHRLITE,44.6,6.77,5.28,30.3
WEHRLITE,44.9,1.11,3.91,38.9
WEHRLITE,44.6,0.37,2.1,40.4
WEHRLITE,42.5,5.94,1.88,38.4
WEHRLITE,40.41,3.85,3.41,31.87
WEHRLITE,38.76,4.12,3.89,30.07
WEHRLITE,43.37,8.0,3.56,23.52
WEHRLITE,39.92,3.36,1.54,36.48
WEHRLITE,40.89,3.24,1.62,34.0
WEHRLITE,40.63,4.23,1.93,33.21
WEHRLITE,42.5,4.12,1.58,33.44
WEHRLITE,42.89,5.03,1.22,31.74
WEHRLITE,41.95,6.87,1.37,32.57
WEHRLITE,42.5,7.46,1.37,32.47
WEHRLITE,44.17,8.71,2.19,31.02
WEHRLITE,44.52,9.42,2.45,29.72
WEHRLITE,43.25,6.5,6.52,27.6
WEHRLITE,44.85,9.17,3.63,28.61
WEHRLITE,42.12,6.1,6.26,27.49
WEHRLITE,39.96,5.5,4.73,30.92
WEHRLITE,40.57,5.47,5.59,29.66
WEHRLITE,38.39,2.84,3.05,30.78
WEHRLITE,38.13,2.53,6.53,36.25
WEHRLITE,43.77,6.15,6.17,26.79
WEHRLITE,44.93,9.59,6.55,23.27
WEHRLITE,43.34,6.72,5.62,27.76
WEHRLITE,44.15,8.88,5.25,24.41
WEHRLITE,38.42,3.08,3.68,27.06
WEHRLITE,40.0,6.86,10.37,20.24
WEHRLITE,39.53,6.71,8.97,20.81
WEHRLITE,39.03,2.66,4.17,30.79
WEHRLITE,43.03,7.21,6.9,29.63
WEHRLITE,34.44,4.84,3.41,30.44
WEHRLITE,38.92,1.07,3.82,32.77
WEHRLITE,40.69,0.63,3.39,34.2
WEHRLITE,43.17,5.67,5.39,26.45
WEHRLITE,46.5,10.8,4.39,21.6
WEHRLITE,40.74,3.44,2.1,32.15
WEHRLITE,41.92,7.07,2.17,28.91
WEHRLITE,41.56,7.22,2.84,27.77
WEHRLITE,45.37,11.42,2.76,25.54
WEHRLITE,40.6,4.55,3.94,28.8
WEHRLITE,42.7,6.09,3.68,26.66
WEHRLITE,42.56,6.74,3.95,26.21
WEHRLITE,42.63,5.89,3.41,26.6
WEHRLITE,40.28,1.73,4.28,32.26
WEHRLITE,36.72,0.81,3.12,32.3
WEHRLITE,36.66,1.52,1.52,30.35
WEHRLITE,40.0,2.52,3.1,32.6
WEHRLITE,32.33,3.88,3.11,31.83
WEHRLITE,35.3,0.08,1.68,34.9
WEHRLITE,38.95,1.18,2.28,34.29
WEHRLITE,40.77,4.64,2.72,29.47
WEHRLITE,37.59,0.53,1.23,36.69
WEHRLITE,40.83,5.22,2.93,28.25
WEHRLITE,40.56,0.99,3.45,32.24
WEHRLITE,42.06,2.14,4.06,31.52
WEHRLITE,44.45,3.57,3.22,29.52
WEHRLITE,39.83,2.93,3.72,32.49
WEHRLITE,43.29,4.92,6.05,26.31
WEHRLITE,41.03,4.3,1.79,31.8
WEHRLITE,42.32,8.31,1.97,26.49
WEHRLITE,39.47,0.52,1.55,34.0
WEHRLITE,46.7,9.23,4.16,23.6
WEHRLITE,47.7,14.7,3.98,17.9
WEHRLITE,38.54,0.23,1.93,35.06
WEHRLITE,40.75,0.46,3.59,33.13
WEHRLITE,43.45,2.9,1.51,31.25
WEHRLITE,41.39,4.42,3.69,27.46
WEHRLITE,38.23,2.2,2.59,32.24
WEHRLITE,38.88,1.12,2.45,32.52
WEHRLITE,43.27,4.22,4.65,29.03
WEHRLITE,40.43,1.6,3.67,32.18
WEHRLITE,41.53,5.23,4.91,29.4
WEHRLITE,46.2,9.53,4.24,23.9
WEHRLITE,48.9,11.9,5.16,17.0
WEHRLITE,47.3,10.4,5.28,17.9
WEHRLITE,41.52,3.06,4.3,29.38
WEHRLITE,41.06,3.02,4.57,30.3
WEHRLITE,39.15,0.98,3.18,33.02
WEHRLITE,47.55,16.48,5.52,15.38
WEHRLITE,47.01,12.39,8.39,24.22
WEHRLITE,46.9,11.91,7.85,25.08
WEHRLITE,44.53,7.51,6.81,30.59
WEHRLITE,42.82,7.3,7.34,32.76
WEHRLITE,42.96,6.12,6.55,32.55
WEHRLITE,43.22,3.35,4.61,34.18
WEHRLITE,41.48,2.62,2.67,37.7
WEHRLITE,42.11,3.07,3.8,33.38
WEHRLITE,40.84,4.59,4.38,28.84
WEHRLITE,41.59,6.94,1.89,34.99
WEHRLITE,40.69,6.97,2.21,33.99
WEHRLITE,39.61,6.98,3.01,30.72
WEHRLITE,40.76,8.12,2.07,31.55
WEHRLITE,40.33,5.02,2.73,33.94
WEHRLITE,40.08,5.4,2.43,34.45
WEHRLITE,43.66,12.5,3.39,24.07
WEHRLITE,36.81,2.02,2.97,30.05
WEHRLITE,36.81,2.02,2.97,30.05
WEHRLITE,36.81,2.02,2.97,30.05
WEHRLITE,36.74,2.8,2.69,28.86
WEHRLITE,48.12,19.82,5.38,14.4
WEHRLITE,38.84,3.3,6.72,25.49
WEHRLITE,38.2,4.17,7.61,24.79
WEHRLITE,37.68,3.61,6.85,26.19
WEHRLITE,45.74,13.62,3.55,23.78
WEHRLITE,44.1,9.65,1.32,31.49
WEHRLITE,38.0,1.7,0.63,38.3
WEHRLITE,38.2,1.84,1.05,38.2
WEHRLITE,39.8,2.82,0.41,40.8
WEHRLITE,40.4,3.76,3.65,29.6
WEHRLITE,46.0,11.5,2.6,28.4
WEHRLITE,43.4,6.85,4.27,24.8
WEHRLITE,48.1,15.1,3.9,23.8
WEHRLITE,39.4,4.5,2.2,38.0
WEHRLITE,47.3,17.2,6.6,17.8
WEHRLITE,45.3,9.4,9.6,21.0
WEHRLITE,43.6,0.69,0.82,45.5
WEHRLITE,41.4,6.9,1.6,34.1
WEHRLITE,40.0,7.0,2.1,33.5
WEHRLITE,42.0,8.4,3.3,34.0
WEHRLITE,37.0,4.8,1.9,34.9
WEHRLITE,46.5,15.9,18.3,10.2
WEHRLITE,39.6,0.59,0.72,45.9
WEHRLITE,38.5,1.32,1.08,42.7
WEHRLITE,39.9,7.25,3.68,28.8
WEHRLITE,43.2,11.4,4.38,25.7
WEHRLITE,36.2,2.7,3.59,34.8
WEHRLITE,42.0,9.72,3.13,26.5
WEHRLITE,43.4,18.1,17.7,9.89
WEHRLITE,42.8,8.1,5.18,27.3
WEHRLITE,39.2,4.17,0.61,38.9
WEHRLITE,39.0,1.17,0.88,41.5
WEHRLITE,37.9,0.19,0.21,37.4
WEHRLITE,39.0,4.52,0.62,37.5
WEHRLITE,43.0,14.0,11.8,17.6
WEHRLITE,37.0,6.36,8.26,24.3
WEHRLITE,37.0,1.39,0.92,39.8
WEHRLITE,47.4,14.9,17.6,10.0
WEHRLITE,46.1,13.1,2.3,27.8
WEHRLITE,40.8,3.44,1.56,36.6
WEHRLITE,43.0,7.98,0.8,33.6
WEHRLITE,40.5,2.6,0.35,39.0
WEHRLITE,42.7,6.54,0.48,36.3
WEHRLITE,51.7,19.8,1.13,21.5
WEHRLITE,42.1,4.72,0.39,39.8
WEHRLITE,40.8,5.3,2.78,27.9
WEHRLITE,41.6,5.8,4.92,28.2
WEHRLITE,44.4,9.74,2.83,27.6
WEHRLITE,37.3,2.81,0.41,38.5
WEHRLITE,39.0,2.34,0.16,41.7
WEHRLITE,41.82,8.5,3.15,33.48
WEHRLITE,38.06,3.51,2.21,30.78
