ROCK NAME,SIO2,AL2O3,MGO,CAO,MNO
LHERZOLITE,44.95,1.8,41.99,1.88,0.13
LHERZOLITE,43.95,3.53,39.01,3.04,0.13
LHERZOLITE,43.11,5.2,28.65,3.58,0.19
LHERZOLITE,47.89,11.24,15.8,7.78,0.15
LHERZOLITE,41.86,8.81,17.52,3.29,0.19
LHERZOLITE,43.47,6.33,18.38,5.14,0.19
LHERZOLITE,42.99,7.07,18.12,4.58,0.19
LHERZOLITE,38.95,3.28,32.67,2.13,0.2
LHERZOLITE,44.91,3.45,39.79,3.01,0.15
LHERZOLITE,42.99,1.28,46.11,0.82,0.14
LHERZOLITE,44.29,2.04,43.63,1.88,0.14
LHERZOLITE,44.13,3.09,41.11,2.8,0.15
LHERZOLITE,43.91,1.61,44.68,1.44,0.14
LHERZOLITE,44.89,2.89,41.17,2.43,0.15
LHERZOLITE,44.73,3.13,40.73,2.61,0.14
LHERZOLITE,38.63,6.71,23.86,5.78,0.17
LHERZOLITE,43.11,11.94,13.46,14.98,0.11
LHERZOLITE,44.27,1.27,44.6,1.29,0.138
LHERZOLITE,43.82,1.32,44.36,1.32,0.134
LHERZOLITE,44.51,2.01,42.47,2.05,0.138
LHERZOLITE,44.45,1.58,43.41,1.6,0.134
LHERZOLITE,44.5,1.97,43.04,1.38,0.131
LHERZOLITE,44.79,1.94,42.7,1.94,0.131
LHERZOLITE,44.25,2.07,42.47,2.19,0.137
LHERZOLITE,44.62,1.91,42.92,2.0,0.14
LHERZOLITE,44.49,3.62,38.5,3.68,0.13
LHERZOLITE,44.28,2.39,41.26,2.34,0.13
LHERZOLITE,44.51,3.38,39.46,3.31,0.14
LHERZOLITE,44.66,2.88,39.94,3.0,0.14
LHERZOLITE,44.73,2.98,41.24,2.92,0.14
LHERZOLITE,44.28,2.83,41.23,2.75,0.13
LHERZOLITE,43.89,1.11,45.65,1.41,0.13
LHERZOLITE,44.36,1.59,43.76,1.75,0.13
LHERZOLITE,44.34,1.88,43.0,1.63,0.13
LHERZOLITE,44.74,2.02,42.65,2.31,0.13
LHERZOLITE,46.26,5.49,33.08,5.63,0.14
LHERZOLITE,43.88,3.95,38.55,3.58,0.14
LHERZOLITE,44.64,3.4,39.18,3.42,0.14
LHERZOLITE,43.7,3.43,38.95,3.05,0.14
LHERZOLITE,44.44,3.3,39.9,2.96,0.14
LHERZOLITE,44.21,2.96,41.64,2.75,0.14
LHERZOLITE,44.87,3.6,39.2,3.36,0.14
LHERZOLITE,44.46,1.49,44.02,1.77,0.13
LHERZOLITE,44.67,1.06,44.52,1.15,0.13
LHERZOLITE,44.13,1.62,44.16,1.72,0.13
LHERZOLITE,43.49,1.4,44.36,1.59,0.13
LHERZOLITE,44.2,1.94,43.68,1.93,0.13
LHERZOLITE,44.53,2.11,41.97,2.35,0.14
LHERZOLITE,44.4,1.71,44.22,1.92,0.13
LHERZOLITE,44.81,1.52,44.69,1.36,0.13
LHERZOLITE,44.8,1.95,43.52,2.66,0.13
LHERZOLITE,44.71,1.79,43.39,2.03,0.13
LHERZOLITE,43.47,0.99,45.84,1.22,0.13
LHERZOLITE,43.17,1.72,44.23,1.79,0.13
LHERZOLITE,44.18,1.97,43.41,2.36,0.13
LHERZOLITE,44.64,2.88,40.91,2.97,0.13
LHERZOLITE,43.95,3.44,40.8,3.2,0.13
LHERZOLITE,45.26,3.9,38.42,3.77,0.13
LHERZOLITE,46.5,1.44,43.19,1.46,0.12
LHERZOLITE,44.91,3.7,39.27,4.11,0.14
LHERZOLITE,44.73,3.15,40.38,3.14,0.13
LHERZOLITE,44.91,3.63,39.79,3.46,0.14
LHERZOLITE,44.93,2.65,41.5,3.15,0.13
LHERZOLITE,44.54,2.98,41.17,2.78,0.13
LHERZOLITE,44.93,3.91,39.55,3.44,0.14
LHERZOLITE,44.08,2.74,42.77,2.38,0.13
LHERZOLITE,44.01,2.03,43.14,2.15,0.13
LHERZOLITE,44.39,2.01,43.14,2.06,0.13
LHERZOLITE,43.93,2.21,43.25,2.64,0.13
LHERZOLITE,42.74,17.1,27.1,4.0,0.16
LHERZOLITE,42.43,15.2,30.38,3.16,0.16
LHERZOLITE,41.84,16.95,25.75,6.12,0.1
LHERZOLITE,44.24,13.44,26.56,6.37,0.09
LHERZOLITE,43.37,15.23,25.93,5.52,0.12
LHERZOLITE,42.69,15.15,25.06,6.66,0.11
LHERZOLITE,44.28,14.98,26.21,5.38,0.18
LHERZOLITE,42.94,15.63,25.94,5.48,0.12
LHERZOLITE,41.84,16.45,25.73,5.43,0.14
LHERZOLITE,45.14,12.6,25.41,7.8,0.13
LHERZOLITE,45.04,11.31,28.24,5.7,0.1
LHERZOLITE,44.73,11.45,28.74,5.56,0.11
LHERZOLITE,42.5,3.95,38.25,4.16,0.16
LHERZOLITE,40.79,3.17,41.65,3.07,0.16
LHERZOLITE,41.53,2.83,40.5,3.04,0.15
LHERZOLITE,40.24,2.84,40.59,3.15,0.15
LHERZOLITE,42.81,3.25,40.46,3.36,0.15
LHERZOLITE,42.88,3.9,39.45,3.39,0.15
LHERZOLITE,41.16,2.78,41.9,2.96,0.15
LHERZOLITE,43.56,4.05,39.67,3.69,0.15
LHERZOLITE,41.24,2.46,42.97,2.73,0.15
LHERZOLITE,40.74,2.13,43.56,2.22,0.15
LHERZOLITE,43.15,2.83,41.73,3.03,0.14
LHERZOLITE,41.8,2.29,43.28,2.21,0.15
LHERZOLITE,42.48,2.38,42.65,2.77,0.15
LHERZOLITE,41.03,1.85,43.9,1.99,0.15
LHERZOLITE,41.26,2.02,43.6,2.14,0.14
LHERZOLITE,40.92,0.97,45.58,1.48,0.15
LHERZOLITE,41.61,1.84,44.6,2.18,0.15
LHERZOLITE,40.63,1.96,43.94,2.25,0.15
LHERZOLITE,40.91,0.83,46.74,0.93,0.14
LHERZOLITE,41.09,0.86,47.37,1.17,0.14
LHERZOLITE,41.42,3.19,40.34,3.07,0.16
LHERZOLITE,41.33,3.86,38.82,3.69,0.15
LHERZOLITE,42.51,3.19,38.58,3.11,0.15
LHERZOLITE,41.63,2.98,41.25,2.74,0.15
LHERZOLITE,43.99,2.88,38.48,3.86,0.15
LHERZOLITE,41.76,2.48,43.17,2.45,0.15
LHERZOLITE,41.99,2.94,41.58,2.81,0.15
LHERZOLITE,39.92,2.36,43.01,2.52,0.15
LHERZOLITE,39.49,0.61,48.21,0.74,0.14
LHERZOLITE,41.36,2.19,43.35,2.66,0.15
LHERZOLITE,41.95,1.89,44.43,1.94,0.15
LHERZOLITE,40.04,1.63,44.01,2.05,0.15
LHERZOLITE,40.86,1.61,44.84,2.04,0.15
LHERZOLITE,40.9,1.52,45.29,1.82,0.15
LHERZOLITE,40.72,1.54,44.99,1.93,0.15
LHERZOLITE,41.21,1.67,44.94,1.84,0.15
LHERZOLITE,40.82,0.65,47.59,1.09,0.14
LHERZOLITE,42.41,1.62,42.77,2.38,0.14
LHERZOLITE,40.7,0.59,47.11,0.87,0.15
LHERZOLITE,39.35,0.35,47.82,0.37,0.14
LHERZOLITE,41.96,0.75,47.38,0.93,0.14
LHERZOLITE,41.68,3.68,40.23,3.74,0.15
LHERZOLITE,40.26,2.86,42.29,2.85,0.15
LHERZOLITE,43.36,3.68,39.31,3.97,0.15
LHERZOLITE,43.87,4.31,37.8,3.39,0.13
LHERZOLITE,44.22,2.1,42.23,2.02,0.13
LHERZOLITE,42.27,0.76,46.34,0.54,0.13
LHERZOLITE,43.22,1.55,43.42,1.63,0.13
LHERZOLITE,44.96,3.57,39.49,3.19,0.13
LHERZOLITE,44.85,3.09,40.47,3.08,0.13
LHERZOLITE,44.37,0.86,45.54,0.93,0.12
LHERZOLITE,45.09,1.51,43.4,1.78,0.13
LHERZOLITE,44.85,2.46,41.99,2.25,0.13
LHERZOLITE,44.6,3.34,40.25,2.96,0.14
LHERZOLITE,43.95,0.86,45.97,0.94,0.12
LHERZOLITE,45.12,4.11,38.7,3.63,0.14
LHERZOLITE,44.53,2.78,40.58,2.12,0.13
LHERZOLITE,46.31,4.1,36.57,3.41,0.15
LHERZOLITE,41.93,16.31,25.91,6.21,0.09
LHERZOLITE,44.28,12.03,26.25,6.17,0.09
LHERZOLITE,44.2,11.52,24.33,7.41,0.09
LHERZOLITE,47.08,7.96,25.27,7.84,0.19
LHERZOLITE,43.5,2.5,38.0,2.1,0.13
LHERZOLITE,38.6,4.12,34.5,2.37,0.28
LHERZOLITE,39.8,0.87,41.0,0.84,0.12
LHERZOLITE,39.0,0.87,39.1,0.64,0.11
LHERZOLITE,39.9,0.83,41.5,0.91,0.12
LHERZOLITE,44.2,2.4,40.7,3.6,0.16
LHERZOLITE,43.5,4.61,25.7,6.88,0.23
LHERZOLITE,45.91,0.686,45.27,1.457,0.103
LHERZOLITE,44.4,1.256,45.07,0.557,0.089
LHERZOLITE,44.15,3.59,34.84,5.5,0.1
LHERZOLITE,44.15,3.59,34.84,5.5,0.1
LHERZOLITE,46.06,2.848,40.38,3.113,0.136
LHERZOLITE,38.73,1.81,35.87,1.34,0.16
LHERZOLITE,41.69,2.29,35.19,1.71,0.11
LHERZOLITE,42.14,4.0,32.15,1.49,0.17
LHERZOLITE,45.13,1.751,42.32,1.553,0.104
LHERZOLITE,44.46,1.26,41.63,0.122,0.099
LHERZOLITE,42.66,1.8,40.32,3.19,0.15
LHERZOLITE,45.07,4.01,36.84,3.26,0.15
LHERZOLITE,45.62,3.87,36.69,3.28,0.15
LHERZOLITE,44.02,3.7,39.19,3.06,0.14
LHERZOLITE,44.4,4.01,38.19,3.29,0.14
LHERZOLITE,48.09,7.02,25.49,10.53,0.11
LHERZOLITE,44.16,3.66,39.1,3.03,0.14
LHERZOLITE,39.65,2.78,35.08,2.53,0.29
LHERZOLITE,40.42,1.8,35.36,2.33,0.14
LHERZOLITE,40.34,1.62,35.19,2.88,0.11
LHERZOLITE,39.62,2.81,35.06,2.55,0.29
LHERZOLITE,39.6,2.87,35.19,3.26,0.14
LHERZOLITE,40.1,4.2,35.61,1.82,0.15
LHERZOLITE,40.9,2.48,36.34,4.42,0.14
LHERZOLITE,40.0,3.9,34.0,3.3,0.18
LHERZOLITE,40.22,3.52,33.75,0.44,0.39
LHERZOLITE,41.75,3.58,35.22,1.83,0.12
LHERZOLITE,40.0,5.27,32.95,3.5,0.12
LHERZOLITE,41.6,1.33,33.3,0.82,0.2
LHERZOLITE,43.77,3.19,40.61,1.94,0.13
LHERZOLITE,44.05,3.46,38.3,3.0,0.16
LHERZOLITE,45.09,2.68,37.97,2.8,0.15
LHERZOLITE,44.87,3.74,37.63,3.16,0.15
LHERZOLITE,44.82,4.25,36.3,3.86,0.15
LHERZOLITE,44.89,3.77,37.3,3.31,0.15
LHERZOLITE,45.01,4.12,37.3,3.21,0.15
LHERZOLITE,44.73,4.31,36.63,3.51,0.15
LHERZOLITE,46.2,3.82,35.8,3.02,0.16
LHERZOLITE,50.87,6.21,28.19,5.02,0.15
LHERZOLITE,44.78,4.21,36.97,3.35,0.15
LHERZOLITE,44.43,4.09,37.13,3.39,0.15
LHERZOLITE,45.1,4.22,37.3,3.04,0.15
LHERZOLITE,44.92,4.29,36.47,3.47,0.5
LHERZOLITE,45.36,1.68,40.61,1.08,0.17
LHERZOLITE,48.58,6.88,29.67,5.52,0.15
LHERZOLITE,44.25,3.56,37.13,3.4,0.16
LHERZOLITE,38.55,2.04,35.88,0.37,0.41
LHERZOLITE,42.36,3.36,36.48,2.24,0.1
LHERZOLITE,37.62,1.72,37.8,0.5,0.05
LHERZOLITE,43.87,3.14,40.45,4.3,0.07
LHERZOLITE,40.52,3.64,33.68,0.45,0.48
LHERZOLITE,49.6,16.53,7.33,10.92,0.17
WEHRLITE,43.2,1.87,45.1,0.04,0.14
WEHRLITE,43.4,2.9,41.5,0.36,0.15
WEHRLITE,42.8,2.06,40.8,1.17,0.16
WEHRLITE,44.6,5.28,30.3,6.77,0.15
WEHRLITE,44.9,3.91,38.9,1.11,0.14
WEHRLITE,44.6,2.1,40.4,0.37,0.15
WEHRLITE,42.5,1.88,38.4,5.94,0.18
WEHRLITE,40.41,3.41,31.87,3.85,0.18
WEHRLITE,38.76,3.89,30.07,4.12,0.18
WEHRLITE,43.37,3.56,23.52,8.0,0.19
WEHRLITE,39.92,1.54,36.48,3.36,0.25
WEHRLITE,40.89,1.62,34.0,3.24,0.26
WEHRLITE,40.63,1.93,33.21,4.23,0.24
WEHRLITE,42.5,1.58,33.44,4.12,0.27
WEHRLITE,42.89,1.22,31.74,5.03,0.35
WEHRLITE,41.95,1.37,32.57,6.87,0.15
WEHRLITE,42.5,1.37,32.47,7.46,0.14
WEHRLITE,44.17,2.19,31.02,8.71,0.16
WEHRLITE,44.52,2.45,29.72,9.42,0.17
WEHRLITE,43.25,6.52,27.6,6.5,0.23
WEHRLITE,44.85,3.63,28.61,9.17,0.19
WEHRLITE,42.12,6.26,27.49,6.1,0.17
WEHRLITE,39.96,4.73,30.92,5.5,0.17
WEHRLITE,40.57,5.59,29.66,5.47,0.16
WEHRLITE,38.39,3.05,30.78,2.84,0.22
WEHRLITE,38.13,6.53,36.25,2.53,0.12
WEHRLITE,43.77,6.17,26.79,6.15,0.19
WEHRLITE,44.93,6.55,23.27,9.59,0.19
WEHRLITE,43.34,5.62,27.76,6.72,0.2
WEHRLITE,44.15,5.25,24.41,8.88,0.21
WEHRLITE,38.42,3.68,27.06,3.08,0.16
WEHRLITE,40.0,10.37,20.24,6.86,0.18
WEHRLITE,39.53,8.97,20.81,6.71,0.21
WEHRLITE,39.03,4.17,30.79,2.66,0.18
WEHRLITE,43.03,6.9,29.63,7.21,0.19
WEHRLITE,34.44,3.41,30.44,4.84,0.193
WEHRLITE,38.92,3.82,32.77,1.07,0.115
WEHRLITE,40.69,3.39,34.2,0.63,0.121
WEHRLITE,43.17,5.39,26.45,5.67,0.172
WEHRLITE,46.5,4.39,21.6,10.8,0.164
WEHRLITE,40.74,2.1,32.15,3.44,0.154
WEHRLITE,41.92,2.17,28.91,7.07,0.162
WEHRLITE,41.56,2.84,27.77,7.22,0.219
WEHRLITE,45.37,2.76,25.54,11.42,0.179
WEHRLITE,40.6,3.94,28.8,4.55,0.194
WEHRLITE,42.7,3.68,26.66,6.09,0.209
WEHRLITE,42.56,3.95,26.21,6.74,0.199
WEHRLITE,42.63,3.41,26.6,5.89,0.214
WEHRLITE,40.28,4.28,32.26,1.73,0.133
WEHRLITE,36.72,3.12,32.3,0.81,0.118
WEHRLITE,36.66,1.52,30.35,1.52,0.271
WEHRLITE,40.0,3.1,32.6,2.52,0.168
WEHRLITE,32.33,3.11,31.83,3.88,0.171
WEHRLITE,35.3,1.68,34.9,0.08,0.167
WEHRLITE,38.95,2.28,34.29,1.18,0.085
WEHRLITE,40.77,2.72,29.47,4.64,0.191
WEHRLITE,37.59,1.23,36.69,0.53,0.154
WEHRLITE,40.83,2.93,28.25,5.22,0.2
WEHRLITE,40.56,3.45,32.24,0.99,0.118
WEHRLITE,42.06,4.06,31.52,2.14,0.154
WEHRLITE,44.45,3.22,29.52,3.57,0.167
WEHRLITE,39.83,3.72,32.49,2.93,0.168
WEHRLITE,43.29,6.05,26.31,4.92,0.178
WEHRLITE,41.03,1.79,31.8,4.3,0.166
WEHRLITE,42.32,1.97,26.49,8.31,0.162
WEHRLITE,39.47,1.55,34.0,0.52,0.195
WEHRLITE,46.7,4.16,23.6,9.23,0.189
WEHRLITE,47.7,3.98,17.9,14.7,0.215
WEHRLITE,38.54,1.93,35.06,0.23,0.108
WEHRLITE,40.75,3.59,33.13,0.46,0.129
WEHRLITE,43.45,1.51,31.25,2.9,0.179
WEHRLITE,41.39,3.69,27.46,4.42,0.185
WEHRLITE,38.23,2.59,32.24,2.2,0.227
WEHRLITE,38.88,2.45,32.52,1.12,0.189
WEHRLITE,43.27,4.65,29.03,4.22,0.139
WEHRLITE,40.43,3.67,32.18,1.6,0.206
WEHRLITE,41.53,4.91,29.4,5.23,0.165
WEHRLITE,46.2,4.24,23.9,9.53,0.153
WEHRLITE,48.9,5.16,17.0,11.9,0.196
WEHRLITE,47.3,5.28,17.9,10.4,0.205
WEHRLITE,41.52,4.3,29.38,3.06,0.2
WEHRLITE,41.06,4.57,30.3,3.02,0.172
WEHRLITE,39.15,3.18,33.02,0.98,0.115
WEHRLITE,47.55,5.52,15.38,16.48,0.24
WEHRLITE,47.01,8.39,24.22,12.39,0.14
WEHRLITE,46.9,7.85,25.08,11.91,0.14
WEHRLITE,44.53,6.81,30.59,7.51,0.17
WEHRLITE,42.82,7.34,32.76,7.3,0.15
WEHRLITE,42.96,6.55,32.55,6.12,0.16
WEHRLITE,43.22,4.61,34.18,3.35,0.2
WEHRLITE,41.48,2.67,37.7,2.62,0.21
WEHRLITE,42.11,3.8,33.38,3.07,0.24
WEHRLITE,40.84,4.38,28.84,4.59,0.21
WEHRLITE,41.59,1.89,34.99,6.94,0.18
WEHRLITE,40.69,2.21,33.99,6.97,0.18
WEHRLITE,39.61,3.01,30.72,6.98,0.17
WEHRLITE,40.76,2.07,31.55,8.12,0.17
WEHRLITE,40.33,2.73,33.94,5.02,0.18
WEHRLITE,40.08,2.43,34.45,5.4,0.18
WEHRLITE,43.66,3.39,24.07,12.5,0.18
WEHRLITE,36.81,2.97,30.05,2.02,0.19
WEHRLITE,36.81,2.97,30.05,2.02,0.19
WEHRLITE,36.81,2.97,30.05,2.02,0.19
WEHRLITE,36.74,2.69,28.86,2.8,0.23
WEHRLITE,48.12,5.38,14.4,19.82,0.15
WEHRLITE,45.74,3.55,23.78,13.62,0.158
WEHRLITE,44.1,1.32,31.49,9.65,0.3
WEHRLITE,38.0,0.63,38.3,1.7,0.18
WEHRLITE,38.2,1.05,38.2,1.84,0.18
WEHRLITE,39.8,0.41,40.8,2.82,0.17
WEHRLITE,40.4,3.65,29.6,3.76,0.25
WEHRLITE,46.0,2.6,28.4,11.5,0.14
WEHRLITE,43.4,4.27,24.8,6.85,0.26
WEHRLITE,48.1,3.9,23.8,15.1,0.13
WEHRLITE,39.4,2.2,38.0,4.5,0.18
WEHRLITE,47.3,6.6,17.8,17.2,0.18
WEHRLITE,45.3,9.6,21.0,9.4,0.17
WEHRLITE,43.6,0.82,45.5,0.69,0.12
WEHRLITE,41.4,1.6,34.1,6.9,0.15
WEHRLITE,40.0,2.1,33.5,7.0,0.16
WEHRLITE,42.0,3.3,34.0,8.4,0.13
WEHRLITE,37.0,1.9,34.9,4.8,0.13
WEHRLITE,46.5,18.3,10.2,15.9,0.13
WEHRLITE,39.6,0.72,45.9,0.59,0.18
WEHRLITE,38.5,1.08,42.7,1.32,0.19
WEHRLITE,39.9,3.68,28.8,7.25,0.15
WEHRLITE,43.2,4.38,25.7,11.4,0.16
WEHRLITE,36.2,3.59,34.8,2.7,0.18
WEHRLITE,42.0,3.13,26.5,9.72,0.15
WEHRLITE,43.4,17.7,9.89,18.1,0.08
WEHRLITE,42.8,5.18,27.3,8.1,0.22
WEHRLITE,39.2,0.61,38.9,4.17,0.15
WEHRLITE,39.0,0.88,41.5,1.17,0.15
WEHRLITE,37.9,0.21,37.4,0.19,0.15
WEHRLITE,39.0,0.62,37.5,4.52,0.15
WEHRLITE,43.0,11.8,17.6,14.0,0.13
WEHRLITE,37.0,8.26,24.3,6.36,0.25
WEHRLITE,37.0,0.92,39.8,1.39,0.17
WEHRLITE,47.4,17.6,10.0,14.9,0.16
WEHRLITE,46.1,2.3,27.8,13.1,0.15
WEHRLITE,40.8,1.56,36.6,3.44,0.16
WEHRLITE,43.0,0.8,33.6,7.98,0.2
WEHRLITE,40.5,0.35,39.0,2.6,0.22
WEHRLITE,42.7,0.48,36.3,6.54,0.2
WEHRLITE,51.7,1.13,21.5,19.8,0.11
WEHRLITE,42.1,0.39,39.8,4.72,0.17
WEHRLITE,40.8,2.78,27.9,5.3,0.19
WEHRLITE,41.6,4.92,28.2,5.8,0.2
WEHRLITE,44.4,2.83,27.6,9.74,0.19
WEHRLITE,37.3,0.41,38.5,2.81,0.19
WEHRLITE,39.0,0.16,41.7,2.34,0.2
WEHRLITE,41.82,3.15,33.48,8.5,0.16
WEHRLITE,38.06,2.21,30.78,3.51,0.05
