,SIO2,CAO,AL2O3,MGO,1726
1299,42.12,1.47,0.66,53.4,HARZBURGITE
1300,42.82,1.46,0.9,52.79736,HARZBURGITE
1301,44.4,7.27,6.86,38.84304,LHERZOLITE
1302,42.86,0.64,1.28,53.22433,HARZBURGITE
1303,42.63,0.72,0.46,54.07,HARZBURGITE
1304,43.8,1.01,1.02,52.11231,HARZBURGITE
1305,42.43,2.36,0.84,51.96,HARZBURGITE
1306,42.4,1.68,0.76,52.57,HARZBURGITE
1307,42.46,1.52,0.6,53.05,HARZBURGITE
1308,43.56,0.72,1.0,52.76928,HARZBURGITE
1309,44.41,0.71,1.3,51.54,HARZBURGITE
1310,43.11,0.04,0.03,54.91335,HARZBURGITE
1311,42.53,1.38,0.8,53.12,HARZBURGITE
1312,43.27,1.62,1.62,51.44,LHERZOLITE
1313,42.58,0.89,0.54,53.8,HARZBURGITE
1314,42.68,1.54,1.49,52.29786,LHERZOLITE
1315,43.72,0.8,0.63,52.74,HARZBURGITE
1316,44.83,1.33,1.2,50.715540000000004,LHERZOLITE
1317,43.23,0.73,0.64,53.36,HARZBURGITE
1318,42.12,0.71,0.51,54.59,HARZBURGITE
1319,43.72,0.91,0.58,52.74,HARZBURGITE
1320,43.48,0.65,0.55,53.32,HARZBURGITE
1321,41.4,0.2,0.6,55.89321999999999,HARZBURGITE
1322,42.6,0.51,0.73,54.24,HARZBURGITE
1323,43.58,0.8,0.57,52.82,HARZBURGITE
1324,45.18,1.06,0.87,51.0818,HARZBURGITE
1325,41.39,0.62,0.81,55.37777,HARZBURGITE
1326,42.46,0.79,2.0,52.36,LHERZOLITE
1327,42.21,1.13,1.24,53.47424,HARZBURGITE
1328,41.57,0.57,1.54,54.36,HARZBURGITE
1329,43.38,0.69,0.57,53.37,HARZBURGITE
1330,43.3,0.6,1.217,53.08,HARZBURGITE
1331,47.4,0.17,0.7,49.76526,LHERZOLITE
1332,43.31,0.86,0.88,53.0808,HARZBURGITE
1333,43.94,1.06,1.41,51.66403,HARZBURGITE
1334,43.34,0.52,0.47,53.5,HARZBURGITE
1335,42.95,0.54,0.41,54.09,HARZBURGITE
1336,42.85,1.37,1.97,51.911429999999996,LHERZOLITE
1337,43.9,1.34,1.4,51.5112,HARZBURGITE
1338,44.4,1.06,0.62,52.02,HARZBURGITE
1339,42.9,0.91,0.63,53.63,HARZBURGITE
1340,43.88,0.73,0.52,52.82,HARZBURGITE
1341,39.59,0.29,0.52,57.84691364,DUNITE
1342,45.77,0.66,1.46,50.21,HARZBURGITE
1343,44.47,0.49,1.48,51.89,HARZBURGITE
1344,44.5,1.2,1.64,50.71244,LHERZOLITE
1345,43.24,0.03,0.04,55.055369999999996,HARZBURGITE
1346,43.7,1.17,2.26,50.98312,HARZBURGITE
1347,44.2,1.01,1.19,51.82685,HARZBURGITE
1348,43.8,1.35,1.05,52.10777,HARZBURGITE
1349,43.41,0.03,0.06,54.89224,HARZBURGITE
1350,43.88,0.83,0.86,52.78836999999999,HARZBURGITE
1351,45.77,0.28,0.3,51.99967,HARZBURGITE
1352,43.5,1.13,0.94,52.763119999999994,HARZBURGITE
1353,42.34,0.82,0.43,54.57,HARZBURGITE
1354,41.27,1.06,0.81,55.17,HARZBURGITE
1355,39.75,0.55,0.45,57.55680097,DUNITE
1356,42.6,0.72,1.2,53.8809,HARZBURGITE
1357,43.74,0.68,0.81,52.97858000000001,HARZBURGITE
1358,43.5,1.07,1.21,52.6213,HARZBURGITE
1359,43.11,1.55,1.2,52.50606,LHERZOLITE
1360,43.61,0.88,1.51,52.089209999999994,HARZBURGITE
1361,43.23,0.91,0.54,53.54,HARZBURGITE
1362,43.41,0.65,0.69,53.625980000000006,HARZBURGITE
1363,43.83,0.85,1.14,52.614830000000005,HARZBURGITE
1364,45.6,1.19,1.87,49.66503,LHERZOLITE
1365,44.55,0.7,1.05,52.05,HARZBURGITE
1366,46.1,0.72,1.42,50.14241,HARZBURGITE
1367,42.42,0.04,0.79,55.21645,DUNITE
1368,42.41,0.5,2.09,53.14556999999999,HARZBURGITE
1369,42.55,0.45,0.42,54.84,HARZBURGITE
1370,43.51,0.41,0.69,53.85493,HARZBURGITE
1371,43.08,0.54,0.63,54.08,HARZBURGITE
1372,41.3,0.54,0.34,56.13,DUNITE
1373,43.5,0.66,1.23,53.08433,HARZBURGITE
1374,43.25,0.52,0.66,54.07,HARZBURGITE
1375,42.83,0.98,0.67,53.72,HARZBURGITE
1376,44.9,0.75,0.8,52.0,HARZBURGITE
1377,43.89,0.55,0.57,53.44,HARZBURGITE
1378,42.69,0.62,0.49,54.87,HARZBURGITE
1379,40.93,1.04,0.7433586609999999,55.70112773,HARZBURGITE
1380,43.3,0.74,1.1,53.18,HARZBURGITE
1381,41.92,0.59,1.143,54.83,HARZBURGITE
1382,43.24,0.86,1.04,53.26413,HARZBURGITE
1383,43.76,2.73,2.59,49.32638,LHERZOLITE
1384,43.19,0.76,2.51,51.88022,LHERZOLITE
1385,43.22,0.69,1.04,53.548669999999994,HARZBURGITE
1386,43.28,0.44,0.58,54.16,HARZBURGITE
1387,42.42,0.76,0.51,54.75,HARZBURGITE
1388,43.89,0.76,0.86,53.03079,HARZBURGITE
1389,42.9,0.49,0.49,54.66,HARZBURGITE
1390,43.9,1.05,1.28,52.225359999999995,HARZBURGITE
1391,44.06,1.23,1.62,51.633520000000004,HARZBURGITE
1392,44.75,1.15,1.12,51.29,HARZBURGITE
1393,44.14,0.59,0.7,52.71,HARZBURGITE
1394,43.0,0.89,0.55,53.94,HARZBURGITE
1395,43.99,1.07,1.29,52.26019,HARZBURGITE
1396,41.47,1.18,1.33,54.33,HARZBURGITE
1397,42.97,0.58,0.65,54.356680000000004,HARZBURGITE
1398,43.58,4.46,0.88,49.64464,LHERZOLITE
1399,43.25,0.72,1.1,53.41806999999999,HARZBURGITE
1400,43.09,0.52,0.65,54.28847,HARZBURGITE
1401,44.0,3.56,4.68,45.85289,LHERZOLITE
1402,44.32,1.06,1.25,51.92807,HARZBURGITE
1403,45.68,2.36,0.74,49.71139,LHERZOLITE
1404,42.83,2.71,2.97,48.9,LHERZOLITE
1405,43.06,0.72,1.24,53.49,HARZBURGITE
1406,43.09,0.66,0.66,54.223119999999994,HARZBURGITE
1407,42.92,0.6,0.92,54.228069999999995,HARZBURGITE
1408,43.98,0.93,1.24,52.51413,HARZBURGITE
1409,44.89,0.77,1.37,51.50291,HARZBURGITE
1410,42.38,0.48,0.93,54.653119999999994,HARZBURGITE
1411,42.06,1.41,0.53,54.23,HARZBURGITE
1412,43.64,0.76,1.14,53.08736,HARZBURGITE
1413,43.76,0.6,0.79,53.24325,HARZBURGITE
1414,44.18,1.78,1.77,50.76382,LHERZOLITE
1415,42.33,0.9,2.05,53.33586,HARZBURGITE
1416,42.79,0.81,1.0061703290000001,54.04647514,HARZBURGITE
1417,42.07,0.45,1.32,54.78545,HARZBURGITE
1418,43.48,0.69,1.11,53.228469999999994,HARZBURGITE
1419,44.65,0.94,1.5,51.19,HARZBURGITE
1420,44.07,2.58,3.11,48.68,LHERZOLITE
1421,44.4,0.52,1.31,52.515240000000006,HARZBURGITE
1422,43.7,0.44,1.2,53.34,HARZBURGITE
1423,42.69,0.57,1.33,54.0794,HARZBURGITE
1424,44.06,0.85,1.46,52.31968,HARZBURGITE
1425,42.38,0.66,0.32,55.32,HARZBURGITE
1426,44.65,0.95,1.5,51.2,HARZBURGITE
1427,44.5,0.85,1.4,51.8,HARZBURGITE
1428,44.51,0.86,1.39,51.79,HARZBURGITE
1429,44.91,0.44,1.27,52.01746,HARZBURGITE
1430,43.55,0.83,1.0,53.18153,HARZBURGITE
1431,43.79,0.49,0.42,54.03,HARZBURGITE
1432,43.8,0.53,1.59,52.75,HARZBURGITE
1433,43.36,0.65,1.13,53.56292,HARZBURGITE
1434,43.73,0.7,0.87,53.3986,HARZBURGITE
1435,42.85,0.72,1.46,53.45,HARZBURGITE
1436,42.44,0.76,1.86,53.65,HARZBURGITE
1437,44.51,1.07,1.29,51.94625,HARZBURGITE
1438,46.38,1.06,1.09,50.21,HARZBURGITE
1439,44.39,1.0,1.97,50.99,HARZBURGITE
1440,43.2,1.05,1.41,52.83334,HARZBURGITE
1441,43.56,0.52,0.68,53.81335,HARZBURGITE
1442,44.14,1.35,2.19,50.91052,LHERZOLITE
1443,42.89,0.77,0.79,54.1507,HARZBURGITE
1444,43.98,0.66,0.88,53.34355,HARZBURGITE
1445,43.4,2.84,4.16,48.159209999999995,LHERZOLITE
1446,43.97,0.63,1.31,52.97214,HARZBURGITE
1447,44.35,0.82,1.08,52.59675,HARZBURGITE
1448,41.82,0.76,0.995751,55.12018218,HARZBURGITE
1449,42.9,0.55,1.4,54.067009999999996,HARZBURGITE
1450,43.39,0.54,0.7659999999999999,54.24,HARZBURGITE
1451,43.11,0.68,0.41,54.64,HARZBURGITE
1452,43.81,0.73,0.85,53.24921,HARZBURGITE
1453,43.65,0.71,0.892,53.67,HARZBURGITE
1454,44.28,1.09,1.4,51.993120000000005,HARZBURGITE
1455,43.38,1.35,0.34,53.2,HARZBURGITE
1456,40.53,1.38,0.43,56.58321,DUNITE
1457,42.35,1.81,2.21,52.2982,HARZBURGITE
1458,43.65,0.69,0.53,53.75,HARZBURGITE
1459,44.6,1.96,2.95,49.25,LHERZOLITE
1460,41.73,1.34,0.88,54.871226,HARZBURGITE
1461,44.19,0.66,1.04,53.0216,HARZBURGITE
1462,43.26,1.06,1.48,53.01191,HARZBURGITE
1463,43.72,0.72,0.96,53.36,HARZBURGITE
1464,43.92,1.02,1.22,52.79,HARZBURGITE
1465,42.46,1.97,2.33,52.070244,LHERZOLITE
1466,43.73,1.08,1.35,52.77,HARZBURGITE
1467,47.2,0.95,0.55,50.3,LHERZOLITE
1468,42.81,2.71,1.48,51.901306,HARZBURGITE
1469,42.66,1.8,0.86,53.566316,LHERZOLITE
1470,43.2,2.82,1.75,51.036316,HARZBURGITE
1471,44.35,2.56,2.29,49.597318,LHERZOLITE
1472,42.43,2.35,1.1,53.056336,HARZBURGITE
1473,42.5,2.53,0.24,53.7,HARZBURGITE
1474,41.8,0.49,0.9,55.52254,HARZBURGITE
1475,43.64,1.62,1.07,52.697338,HARZBURGITE
1476,43.39,0.6,0.25,54.76,HARZBURGITE
1477,43.19,0.51,1.07,54.14,HARZBURGITE
1478,42.36,1.69,1.97,52.891386,LHERZOLITE
1479,43.69,0.69,1.19,53.4004,HARZBURGITE
1480,43.32,0.63,0.24,54.82,HARZBURGITE
1481,43.39,2.75,1.96,50.772388,HARZBURGITE
1482,44.26,0.63,1.05,52.98546999999999,HARZBURGITE
1483,44.22,3.56,2.67,48.189402,LHERZOLITE
1484,48.2,0.65,2.13,47.8,LHERZOLITE
1485,44.24,0.87,1.024,52.92,HARZBURGITE
1486,43.55,0.68,0.98,53.81716,HARZBURGITE
1487,42.64,1.01,1.2,54.16842,HARZBURGITE
1488,43.86,1.03,1.32,52.820423999999996,HARZBURGITE
1489,43.78,1.3,1.49,52.38345,LHERZOLITE
1490,46.07,3.63,4.61,44.21,LHERZOLITE
1491,43.32,0.37,0.94,54.37,HARZBURGITE
1492,42.59,1.36,1.03,54.01,HARZBURGITE
1493,43.56,0.53,0.63,54.32143000000001,HARZBURGITE
1494,41.5,0.76,1.24,55.44,HARZBURGITE
1495,43.21,1.14,1.22,53.29,HARZBURGITE
1496,43.1,0.7,1.11,54.01405,HARZBURGITE
1497,44.97,0.7,0.79,52.619780000000006,HARZBURGITE
1498,43.5,0.25,1.1,54.19,HARZBURGITE
1499,43.99,1.49,0.27,53.28,HARZBURGITE
1500,43.5,1.04,1.08,53.16,HARZBURGITE
1501,42.69,0.85,0.52,55.056495999999996,HARZBURGITE
1502,42.76,2.4,0.71,53.1,HARZBURGITE
1503,43.4,0.56,1.6,53.43,HARZBURGITE
1504,43.8,0.65,1.58,52.95324,HARZBURGITE
1505,46.26,0.72,1.902,50.21,HARZBURGITE
1506,44.08,0.83,0.95,53.250544,HARZBURGITE
1507,43.33,0.79,0.4,54.54,HARZBURGITE
1508,43.62,0.7,1.15,53.57473,HARZBURGITE
1509,43.29,0.84,0.980131333,53.74598688,HARZBURGITE
1510,43.41,0.78,1.31,53.43898000000001,HARZBURGITE
1511,41.56,0.78,0.975,55.79,HARZBURGITE
1512,44.32,0.5,1.18,53.08,HARZBURGITE
1513,43.95,1.39,2.63,50.91466,HARZBURGITE
1514,42.4,1.95,1.4,53.23,LHERZOLITE
1515,41.9,1.16,1.04,54.90002,HARZBURGITE
1516,43.59,0.65,1.26,53.51393,HARZBURGITE
1517,43.96,0.95,1.12,53.12251,HARZBURGITE
1518,45.55,0.71,0.88,51.77,HARZBURGITE
1519,43.0,0.41,0.72,54.4,HARZBURGITE
1520,42.65,0.27,0.242,55.98,HARZBURGITE
1521,45.25,0.9,1.234,51.8,HARZBURGITE
1522,45.4,0.69,0.96,52.04,HARZBURGITE
1523,44.3,0.94,0.74,53.19,HARZBURGITE
1524,46.59,0.99,1.755,49.7,HARZBURGITE
1525,44.55,0.84,1.405,52.39,HARZBURGITE
1526,43.97,0.67,0.22,54.31,HARZBURGITE
1527,42.86,0.71,0.83980782,54.62305637,HARZBURGITE
1528,44.0,1.55,0.93,52.56446,HARZBURGITE
1529,44.02,0.91,1.21,53.018069999999994,HARZBURGITE
1530,43.47,0.62,0.98,54.123219999999996,HARZBURGITE
1531,42.05,1.18,0.75,55.18,HARZBURGITE
1532,42.5,1.05,0.79,54.44234,HARZBURGITE
1533,45.0,1.81,1.97,50.318979999999996,LHERZOLITE
1534,43.3,0.62,0.55,54.8,HARZBURGITE
1535,43.35,0.58,0.9520000000000001,54.39,HARZBURGITE
1536,43.75,0.71,0.8909999999999999,53.92,HARZBURGITE
1537,42.99,0.58,0.29,55.4,HARZBURGITE
1538,44.52,1.09,0.69,52.78,HARZBURGITE
1539,44.57,1.61,2.32,50.65,LHERZOLITE
1540,44.04,0.02,1.1,54.00425,HARZBURGITE
1541,43.63,0.55,0.768,54.37,HARZBURGITE
1542,40.92,0.3,0.8,56.178740000000005,HARZBURGITE
1543,43.05,0.52,0.48,55.19,HARZBURGITE
1544,43.68,0.55,0.59,54.2,HARZBURGITE
1545,43.91,1.0,1.29,52.78,HARZBURGITE
1546,44.0,0.7,0.79,53.79,HARZBURGITE
1547,42.12,0.83,1.865,54.26,HARZBURGITE
1548,43.26,2.0,1.83,51.90153,LHERZOLITE
1549,45.66,1.05,0.78,51.79293,HARZBURGITE
1550,44.1,0.73,1.97,52.3,HARZBURGITE
1551,44.21,1.28,1.0979999999999999,52.8,HARZBURGITE
1552,43.51,0.55,1.07,54.27,HARZBURGITE
1553,44.33,0.63,0.72,53.73,HARZBURGITE
1554,43.67,0.6,0.902,54.21,HARZBURGITE
1555,44.91,0.86,1.043,52.58,HARZBURGITE
1556,43.8,0.83,0.794,53.99,HARZBURGITE
1557,43.65,0.53,0.91,54.34,HARZBURGITE
1558,43.45,1.02,1.17,53.52,HARZBURGITE
1559,43.97,0.73,1.003,53.75,HARZBURGITE
1560,43.19,0.32,1.006,54.82,HARZBURGITE
1561,44.28,1.01,1.51,52.35,HARZBURGITE
1562,44.12,0.89,0.975,53.5,HARZBURGITE
1563,44.85,0.91,1.473,52.24,HARZBURGITE
1564,43.9,1.1,1.81,52.58,HARZBURGITE
1565,43.57,0.7,1.28,53.78,HARZBURGITE
1566,45.7,2.9,2.8,47.73708,LHERZOLITE
1567,44.15,1.32,1.35,52.64,HARZBURGITE
1568,43.85,0.64,0.982,54.02,HARZBURGITE
1569,42.56,0.72,0.44,55.68,HARZBURGITE
1570,44.6,1.03,0.33,53.54,HARZBURGITE
1571,45.16,1.04,1.499,51.73,HARZBURGITE
1572,43.31,0.92,2.02,53.09,HARZBURGITE
1573,45.45,0.38,0.6,53.04,HARZBURGITE
1574,42.4,0.41,1.01,55.61,HARZBURGITE
1575,46.02,0.27,0.6,52.61,HARZBURGITE
1576,44.34,1.07,0.77,53.36,HARZBURGITE
1577,47.46,0.37,0.77,50.88,HARZBURGITE
1578,43.58,1.23,1.32,53.215340000000005,HARZBURGITE
1579,46.18,0.78,1.32,51.17,HARZBURGITE
1580,44.98,0.58,0.82,52.48,HARZBURGITE
1581,43.76,0.73,1.197,53.65,HARZBURGITE
1582,40.3,1.0,1.7,56.4183,DUNITE
1583,47.95,0.76,1.47,49.29,LHERZOLITE
1584,43.86,1.36,1.45,52.68,LHERZOLITE
1585,46.32,0.78,1.05,51.37,HARZBURGITE
1586,47.22,0.91,0.89,50.52,LHERZOLITE
1587,42.67,1.45,2.8,52.25315,HARZBURGITE
1588,43.66,0.43,0.61,54.92,HARZBURGITE
1589,43.82,1.09,1.3,53.33,HARZBURGITE
1590,45.8,3.1,3.34,46.84183,LHERZOLITE
1591,44.01,0.11,0.39,55.09,HARZBURGITE
1592,44.03,1.12,1.34,52.81,HARZBURGITE
1593,43.51,0.96,0.97,54.05,HARZBURGITE
1594,43.32,0.54,0.92,54.83,HARZBURGITE
1595,44.28,1.07,1.3,52.72,HARZBURGITE
1596,44.48,0.87,0.76,53.53,HARZBURGITE
1597,44.02,0.72,1.15,53.54,HARZBURGITE
1598,38.6,2.1,1.7,57.1789,DUNITE
1599,44.31,2.05,2.61,50.41,LHERZOLITE
1600,43.28,0.53,1.2,54.66,HARZBURGITE
1601,43.64,0.75,1.44,53.78,HARZBURGITE
1602,44.0,1.02,1.58,52.70799,HARZBURGITE
1603,44.26,1.07,1.39,52.55,HARZBURGITE
1604,43.76,0.65,1.13,53.88,HARZBURGITE
1605,42.7,0.58,1.36,55.02,HARZBURGITE
1606,44.67,0.86,1.19,52.6514,HARZBURGITE
1607,42.48,0.69,1.19,55.26415,HARZBURGITE
1608,43.0,0.96,1.11,53.84981,HARZBURGITE
1609,46.2,0.18,0.58,52.75,HARZBURGITE
1610,45.85,0.88,1.06,51.64,HARZBURGITE
1611,44.63,0.93,1.47,52.41,HARZBURGITE
1612,43.84,0.81,0.93,54.12,HARZBURGITE
1613,43.57,0.49,0.78,54.8,HARZBURGITE
1614,44.58,0.94,1.236,52.69,HARZBURGITE
1615,44.05,0.91,0.91,53.83,HARZBURGITE
1616,43.55,0.63,1.2209999999999999,54.28,HARZBURGITE
1617,43.37,1.21,1.29,53.79,LHERZOLITE
1618,43.01,0.79,1.47,54.36,HARZBURGITE
1619,44.64,0.83,1.02,53.15,HARZBURGITE
1620,43.7,1.44,1.75,52.71,LHERZOLITE
1621,43.18,1.05,0.894,54.35,HARZBURGITE
1622,46.61,1.03,1.67,50.32,HARZBURGITE
1623,44.32,1.05,1.53,52.51,HARZBURGITE
1624,42.76,0.66,0.82,55.51,HARZBURGITE
1625,44.25,0.95,1.08,53.44,HARZBURGITE
1626,44.24,0.82,0.73,53.96,HARZBURGITE
1627,44.17,1.26,1.892,52.1,LHERZOLITE
1628,41.4,0.79,2.4,55.14716,HARZBURGITE
1629,43.21,0.59,1.311,54.45,HARZBURGITE
1630,41.98,1.11,0.38,56.19,HARZBURGITE
1631,43.96,1.01,1.12,53.5,HARZBURGITE
1632,43.97,0.9,1.27,53.64,HARZBURGITE
1633,43.5,0.89,1.05,54.35,HARZBURGITE
1634,43.62,0.78,0.99,54.243230000000004,HARZBURGITE
1635,44.19,1.1,1.45,52.99,HARZBURGITE
1636,45.33,1.89,1.69,50.86,LHERZOLITE
1637,43.85,0.81,1.19,53.63,HARZBURGITE
1638,46.71,0.91,1.32,50.84,HARZBURGITE
1639,43.39,0.81,2.06,53.48,HARZBURGITE
1640,43.28,0.73,1.47,53.99,HARZBURGITE
1641,44.35,1.02,1.3,53.17,HARZBURGITE
1642,43.9,1.05,1.09,53.25,HARZBURGITE
1643,43.76,0.75,1.06,53.98,HARZBURGITE
1644,43.37,0.56,0.84,55.0,HARZBURGITE
1645,42.94,0.47,0.48,55.96,HARZBURGITE
1646,44.85,0.97,0.63,53.36,HARZBURGITE
1647,44.61,0.67,0.71,53.93,HARZBURGITE
1648,42.35,0.66,0.48,56.06,HARZBURGITE
1649,44.89,0.97,1.05,52.91,HARZBURGITE
1650,43.55,0.8,0.89,54.4,HARZBURGITE
1651,44.21,0.5,0.34,54.77,HARZBURGITE
1652,43.46,0.47,0.78,54.85,HARZBURGITE
1653,44.53,0.78,1.04,53.24,HARZBURGITE
1654,44.3,0.46,0.84,54.26,HARZBURGITE
1655,43.79,0.59,0.91,54.28,HARZBURGITE
1656,42.72,0.65,0.78,55.43,HARZBURGITE
1657,43.31,0.39,0.63,55.28,HARZBURGITE
1658,42.77,0.69,0.73,55.57,HARZBURGITE
1659,43.48,0.84,0.85,54.64,HARZBURGITE
1660,42.78,0.84,0.73,55.41,HARZBURGITE
1661,43.31,0.88,0.88,54.71,HARZBURGITE
1662,43.15,0.52,0.6,55.54,HARZBURGITE
1663,43.78,1.36,0.34,53.69,HARZBURGITE
1664,43.38,0.75,0.85,54.82,HARZBURGITE
1665,41.92,0.32,0.32,57.23,DUNITE
1666,46.0,2.96,4.08,46.39,LHERZOLITE
1667,44.01,1.18,1.41,52.99,HARZBURGITE
1668,43.84,0.39,1.15,54.22,HARZBURGITE
1669,46.42,1.43,2.13,49.71,HARZBURGITE
1670,43.81,0.33,0.45,55.25,HARZBURGITE
1671,44.43,0.5,0.3,54.58,HARZBURGITE
1672,44.2,0.51,0.4,54.71,HARZBURGITE
1673,44.3,1.04,0.94,53.48,HARZBURGITE
1674,44.3,1.04,0.94,53.48,HARZBURGITE
1675,43.2,0.7,1.15,54.28,HARZBURGITE
1676,43.2,0.7,1.15,54.28,HARZBURGITE
1677,43.9,1.52,2.29,51.96,HARZBURGITE
1678,45.68,0.52,0.28,53.4,HARZBURGITE
1679,44.1,1.09,1.36,53.23,HARZBURGITE
1680,45.52,3.31,3.35,47.58,LHERZOLITE
1681,46.3,2.18,1.5,49.70353,LHERZOLITE
1682,41.99,0.43,1.65,55.463680000000004,HARZBURGITE
1683,44.35,0.9,2.26,52.09,HARZBURGITE
1684,44.41,0.55,0.34,54.55,HARZBURGITE
1685,42.78,0.35,0.9,55.91,HARZBURGITE
1686,46.52,0.9,1.26,50.88,HARZBURGITE
1687,43.63,0.03,1.05,54.95,HARZBURGITE
1688,44.09,0.96,1.21,53.26,HARZBURGITE
1689,43.81,0.96,1.52,53.42,HARZBURGITE
1690,44.46,0.94,0.8759999999999999,53.39,HARZBURGITE
1691,43.14,1.14,0.434,54.99,HARZBURGITE
1692,45.21,1.15,1.95,51.24,LHERZOLITE
1693,44.5,0.75,1.18,53.3,HARZBURGITE
1694,43.87,1.06,0.795,54.08,HARZBURGITE
1695,44.03,1.53,1.98,52.14,HARZBURGITE
1696,43.45,0.89,0.804,54.54,HARZBURGITE
1697,43.44,0.03,1.21,55.14,HARZBURGITE
1698,42.99,0.84,1.64,54.21,HARZBURGITE
1699,43.81,0.57,1.165,54.41,HARZBURGITE
1700,41.99,0.02,1.13,56.79,HARZBURGITE
1701,43.62,0.04,1.31,54.95,HARZBURGITE
1702,44.33,0.98,1.5,53.27,HARZBURGITE
1703,43.19,1.27,1.867,53.38,HARZBURGITE
1704,44.85,1.08,1.643,52.17,HARZBURGITE
1705,43.24,1.14,0.43799999999999994,55.1,HARZBURGITE
1706,43.41,0.6,1.42,54.3,HARZBURGITE
1707,47.44,0.32,1.56,50.22,LHERZOLITE
1708,47.1,0.87,3.1,49.038059999999994,HARZBURGITE
1709,42.1,0.19,1.95,55.53,HARZBURGITE
1710,42.92,0.06,1.72,55.35,HARZBURGITE
1711,42.31,0.36,1.13,56.29,HARZBURGITE
1712,43.27,0.17,0.87,55.75,HARZBURGITE
1713,45.01,1.07,1.38,52.62,HARZBURGITE
1714,43.68,1.71,2.11,52.517990000000005,LHERZOLITE
1715,42.36,0.11,2.32,55.2,HARZBURGITE
1716,42.68,1.48,2.63,52.87,LHERZOLITE
1717,44.67,1.02,0.67,54.06,HARZBURGITE
1718,44.47,0.06,1.8,53.98,HARZBURGITE
1719,45.48,0.1,2.56,52.1,HARZBURGITE
1720,46.73,1.09,0.93,51.89,HARZBURGITE
1721,43.78,0.5,1.11388548,55.03326294,HARZBURGITE
1722,43.54,0.81,1.14,55.28,HARZBURGITE
1723,46.0,1.76,1.91,51.04221,LHERZOLITE
1724,45.04,0.79,0.77,54.26,HARZBURGITE
1725,43.82,0.05,1.05,55.9,HARZBURGITE
